RowKey_Date,DiaSem,Clasif_Lab,Clasif_Fest,N_DiaMes,N_Mes,N_Ano,Lab_PrevioFest,Lab_PostFest,DiaSem_SIN,DiaSem_COS,Dia_SIN,Dia_COS,Mes_SIN,Mes_COS,VD_Carretera-Urda,VD_Centro,VD_Churruca,VD_Gasolinera,VD_Planta,VD_Poligono,VD_Sur-Este,VD_Valladolid,wdir,temp,maxt,visibility,wspd,solarenergy,mint,precip,solarradiation,sealevelpressure,dew,humidity,precipcover,cond_Partially-cloudy,cond_Clear,cond_Rain,cond_Overcast
2022-07-05,Martes,Laborable,No Festivo,5,7,2022,0,0,0.7818314824680298,0.6234898018587336,0.7247927872291199,0.6889669190756866,1.2246467991473532e-16,-1.0,35.55,235.71,1160.998125,217.469995,323.71,149.55,682.669985,1166.3,212.79,29.5,36.7,14.9,22.8,26.0,17.5,0.0,451.3,1015.4,5.8,23.35,0.0,0,1,0,0
2022-07-06,Miercoles,Laborable,No Festivo,6,7,2022,0,0,0.9749279121818236,-0.2225209339563143,0.8486442574947509,0.5289640103269624,1.2246467991473532e-16,-1.0,32.4,217.66,1147.589375,210.769995,408.45,163.99,634.679986,1188.4,234.54,27.8,33.7,15.0,16.0,26.4,19.2,0.0,457.9,1017.6,6.3,26.93,0.0,1,0,0,0
2022-07-07,Jueves,Laborable,No Festivo,7,7,2022,0,0,0.4338837391175582,-0.900968867902419,0.9377521321470804,0.3473052528448203,1.2246467991473532e-16,-1.0,32.86,214.07,1155.056875,213.979995,327.05,161.54,681.749985,1195.8,80.63,26.3,33.0,14.1,13.2,26.0,19.0,0.0,451.2,1021.9,9.9,41.07,0.0,1,0,0,0
2022-07-08,Viernes,Laborable,No Festivo,8,7,2022,0,0,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767,1.2246467991473532e-16,-1.0,46.62,208.24,1147.721875,219.239995,412.41,157.09,673.269985,1224.7,77.19,28.6,35.0,10.0,11.0,26.5,14.0,0.0,460.3,1023.1,8.0,29.9,0.0,0,1,0,0
2022-07-09,Sabado,No Laborable,No Festivo,9,7,2022,0,0,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.0506491688387126,1.2246467991473532e-16,-1.0,39.8,216.06,1155.15875,227.949995,373.77,146.29,674.219985,1272.2,136.92,30.3,37.0,10.0,9.4,26.3,18.0,0.0,520.9,1021.9,9.1,30.62,0.0,0,1,0,0
2022-07-10,Domingo,No Laborable,No Festivo,10,7,2022,0,0,-0.7818314824680299,0.6234898018587334,0.9680771188662044,-0.2506525322587204,1.2246467991473532e-16,-1.0,46.97,217.46,1147.739375,237.099995,377.54,165.66,718.989984,1296.6,232.0,32.1,39.0,10.0,20.5,26.3,20.0,0.0,522.3,1017.4,7.0,24.02,0.0,1,0,0,0
2022-07-11,Lunes,Laborable,No Festivo,11,7,2022,0,0,0.0,1.0,0.8978045395707416,-0.4403941515576344,1.2246467991473532e-16,-1.0,52.43,221.76,1119.55375,239.979995,451.47,171.1,701.859984,1285.8,155.81,33.0,37.9,12.3,17.6,21.9,24.0,0.0,380.3,1013.2,7.6,21.82,0.0,1,0,0,0
2022-07-12,Martes,Laborable,No Festivo,12,7,2022,0,0,0.7818314824680298,0.6234898018587336,0.7907757369376985,-0.6121059825476629,1.2246467991473532e-16,-1.0,44.7,236.03,1126.3425,241.849995,454.59,147.45,690.459985,1323.0,77.58,30.6,38.2,15.0,13.0,23.6,20.3,0.0,436.3,1016.6,5.7,23.08,0.0,0,1,0,0
2022-07-13,Miercoles,Laborable,No Festivo,13,7,2022,0,0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,1.2246467991473532e-16,-1.0,48.18,229.88,1106.03375,244.769995,518.26,179.99,720.169984,1323.4,161.46,31.3,39.9,14.9,9.4,22.4,19.3,0.0,415.7,1018.8,5.9,21.84,0.0,0,1,0,0
2022-07-14,Jueves,Laborable,No Festivo,14,7,2022,0,0,0.4338837391175582,-0.900968867902419,0.485301962531081,-0.8743466161445821,1.2246467991473532e-16,-1.0,54.78,242.56,1109.86125,245.319995,474.44,175.8,700.819984,1373.3,181.63,32.6,40.0,14.7,9.4,24.3,22.2,0.0,422.6,1017.0,5.6,19.62,0.0,0,1,0,0
2022-07-15,Viernes,Laborable,No Festivo,15,7,2022,0,0,-0.433883739117558,-0.9009688679024191,0.299363122973358,-0.9541392564000488,1.2246467991473532e-16,-1.0,78.44,257.49,1147.85375,255.809994,420.15,157.66,714.349984,1426.4,135.92,31.6,39.6,14.5,16.0,25.1,20.2,0.0,435.6,1014.4,7.1,24.17,0.0,0,1,0,0
2022-07-16,Sabado,No Laborable,No Festivo,16,7,2022,0,0,-0.9749279121818236,-0.2225209339563146,0.1011683219874322,-0.9948693233918952,1.2246467991473532e-16,-1.0,93.76,270.69,151.015,264.219994,374.09,105.74,730.429984,1187.3,107.71,32.0,39.0,15.6,16.7,24.7,20.9,0.0,429.1,1014.3,5.1,20.4,0.0,0,1,0,0
2022-07-17,Domingo,No Laborable,No Festivo,17,7,2022,0,0,-0.7818314824680299,0.6234898018587334,-0.101168321987432,-0.9948693233918952,1.2246467991473532e-16,-1.0,102.61,281.14,902.3925,228.379995,402.44,155.17,706.609984,1196.1,94.63,31.6,39.2,15.9,17.3,25.7,19.2,0.0,446.3,1015.7,3.0,19.19,0.0,0,1,0,0
2022-07-18,Lunes,Laborable,No Festivo,18,7,2022,0,0,0.0,1.0,-0.2993631229733577,-0.9541392564000488,1.2246467991473532e-16,-1.0,67.65,281.5,79.9525,261.829994,402.23,191.78,761.369983,1162.9,175.46,30.9,39.9,15.0,15.8,25.1,18.8,0.0,435.4,1015.8,6.1,22.96,0.0,0,1,0,0
2022-07-19,Martes,Laborable,No Festivo,19,7,2022,0,0,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822,1.2246467991473532e-16,-1.0,49.24,285.74,1126.14625,262.679994,498.04,164.45,731.929984,1099.3,265.96,29.8,35.0,15.0,23.4,25.8,23.0,0.0,478.5,1015.9,7.2,26.02,0.0,0,1,0,0
2022-07-20,Miercoles,Laborable,No Festivo,20,7,2022,0,0,0.9749279121818236,-0.2225209339563143,-0.651372482722222,-0.7587581226927911,1.2246467991473532e-16,-1.0,39.33,292.38,1102.27,270.109994,485.85,193.77,719.219984,1168.0,149.57,28.7,36.2,14.9,10.7,26.4,16.9,0.0,458.9,1016.7,2.9,20.74,0.0,0,1,0,0
2022-07-21,Jueves,Laborable,No Festivo,21,7,2022,0,0,0.4338837391175582,-0.900968867902419,-0.7907757369376986,-0.6121059825476627,1.2246467991473532e-16,-1.0,44.37,291.3,1113.67625,279.259994,487.24,167.58,734.229984,1177.4,156.71,30.3,38.4,14.6,11.2,25.4,19.8,0.0,470.5,1016.0,7.0,26.36,0.0,0,1,0,0
2022-07-22,Viernes,Laborable,No Festivo,22,7,2022,0,0,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.4403941515576342,1.2246467991473532e-16,-1.0,39.54,286.29,1141.135,274.729994,432.4,169.41,734.409984,1152.7,269.79,32.1,38.9,14.9,19.5,24.7,22.9,0.0,457.9,1015.0,7.4,23.26,0.0,1,0,0,0
2022-07-23,Sabado,No Laborable,No Festivo,23,7,2022,0,0,-0.9749279121818236,-0.2225209339563146,-0.9680771188662044,-0.2506525322587205,1.2246467991473532e-16,-1.0,33.84,276.36,1145.795625,280.279994,412.73,173.79,688.019985,1211.8,242.25,31.9,39.1,15.3,17.7,25.3,20.0,0.0,469.1,1015.7,2.0,17.49,0.0,0,1,0,0
2022-07-24,Domingo,No Laborable,No Festivo,24,7,2022,0,0,-0.7818314824680299,0.6234898018587334,-0.9987165071710528,-0.0506491688387126,1.2246467991473532e-16,-1.0,49.4,259.75,47.805,287.359994,402.8,170.71,756.729983,1184.1,259.17,31.4,39.2,15.4,22.1,25.3,19.3,0.0,467.8,1016.8,-1.1,13.2,0.0,0,1,0,0
2022-07-25,Lunes,Laborable,No Festivo,25,7,2022,0,0,0.0,1.0,-0.9884683243281114,0.1514277775045766,1.2246467991473532e-16,-1.0,27.93,212.05,1121.79875,281.209994,467.14,171.76,693.069985,1185.8,266.21,32.3,38.4,14.2,27.7,24.2,26.3,0.0,448.3,1016.5,1.7,15.39,0.0,1,0,0,0
2022-07-26,Martes,Laborable,No Festivo,26,7,2022,0,0,0.7818314824680298,0.6234898018587336,-0.9377521321470804,0.3473052528448203,1.2246467991473532e-16,-1.0,30.3,189.05,1126.3275,284.479994,484.16,159.72,707.659984,1148.6,221.42,29.3,37.0,14.8,19.0,26.0,18.7,0.0,481.3,1014.7,1.7,17.61,0.0,1,0,0,0
2022-07-27,Miercoles,Laborable,No Festivo,27,7,2022,0,0,0.9749279121818236,-0.2225209339563143,-0.848644257494751,0.5289640103269624,1.2246467991473532e-16,-1.0,32.11,183.19,48.9325,286.059994,452.58,171.07,687.899985,1145.1,259.13,29.6,35.9,14.7,19.5,25.3,22.2,0.0,468.3,1012.2,7.1,26.21,0.0,0,1,0,0
2022-07-28,Jueves,Laborable,No Festivo,28,7,2022,0,0,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865,1.2246467991473532e-16,-1.0,47.26,188.65,49.14,289.399994,456.92,147.4,723.879984,1150.7,259.13,29.3,36.0,14.9,17.7,24.9,20.8,0.0,461.8,1011.6,5.1,22.46,0.0,0,1,0,0
2022-07-29,Viernes,Laborable,No Festivo,29,7,2022,0,0,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,1.2246467991473532e-16,-1.0,45.28,195.89,49.06625,269.549994,463.31,185.4,696.839984,1222.7,251.29,29.9,37.8,14.9,13.9,24.8,18.4,0.0,459.9,1012.7,6.4,24.34,0.0,0,1,0,0
2022-07-30,Sabado,No Laborable,No Festivo,30,7,2022,0,0,-0.9749279121818236,-0.2225209339563146,-0.3943558551133187,0.9189578116202306,1.2246467991473532e-16,-1.0,67.75,194.18,76.21125,265.559994,398.67,169.12,817.849982,1206.7,151.83,29.9,37.5,15.7,20.8,21.2,20.7,0.0,393.5,1014.1,10.4,35.76,0.0,1,0,0,0
2022-07-31,Domingo,No Laborable,No Festivo,31,7,2022,0,0,-0.7818314824680299,0.6234898018587334,-0.2012985200886602,0.9795299412524944,1.2246467991473532e-16,-1.0,47.49,190.64,49.2275,272.609994,390.18,107.58,702.909984,1189.3,120.0,30.2,38.0,15.2,10.1,24.9,19.1,0.0,460.5,1014.9,13.1,42.83,0.0,1,0,0,0
2022-08-01,Lunes,Laborable,No Festivo,1,8,2022,0,0,0.0,1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,48.23,194.01,47.37875,279.099994,480.9,158.87,686.689985,1214.8,109.46,31.0,38.9,14.8,18.4,24.7,20.2,0.0,457.1,1014.3,11.3,32.56,0.0,1,0,0,0
2022-08-02,Martes,Laborable,No Festivo,2,8,2022,0,0,0.7818314824680298,0.6234898018587336,0.20129852008866,0.9795299412524944,-0.4999999999999997,-0.8660254037844388,17.23,182.95,47.63375,280.479994,475.26,122.64,731.309984,1160.4,148.91,30.5,38.7,14.6,24.1,23.3,21.6,0.0,432.2,1013.8,13.3,37.6,0.0,1,0,0,0
2022-08-03,Miercoles,Laborable,No Festivo,3,8,2022,0,0,0.9749279121818236,-0.2225209339563143,0.3943558551133185,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,42.15,184.56,47.63375,283.749994,431.57,169.29,720.079984,1225.0,213.88,29.2,38.0,15.0,17.3,26.0,18.6,0.0,482.3,1012.3,9.4,36.91,0.0,0,1,0,0
2022-08-04,Jueves,Laborable,No Festivo,4,8,2022,0,0,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,31.69,188.88,0.355,297.029993,445.52,174.87,746.219983,1228.3,195.21,30.3,37.8,14.7,15.7,25.5,19.6,0.0,471.7,1012.0,6.1,22.99,0.0,1,0,0,0
2022-08-05,Viernes,Laborable,No Festivo,5,8,2022,0,0,-0.433883739117558,-0.9009688679024191,0.7247927872291199,0.6889669190756866,-0.4999999999999997,-0.8660254037844388,36.23,192.86,0.27125,301.069993,432.09,190.04,749.409983,1278.4,176.0,31.5,37.0,10.0,14.8,25.7,19.0,0.0,475.1,1015.5,7.0,24.02,0.0,1,0,0,0
2022-08-06,Sabado,No Laborable,No Festivo,6,8,2022,0,0,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,39.21,197.51,7.69375,312.489993,414.39,208.73,777.719983,1384.3,158.33,31.3,37.0,10.0,13.0,24.9,20.0,0.0,532.4,1016.9,7.6,25.34,0.0,1,0,0,0
2022-08-07,Domingo,No Laborable,No Festivo,7,8,2022,0,0,-0.7818314824680299,0.6234898018587334,0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,39.07,198.15,0.0,324.869993,397.46,162.33,823.929982,1325.0,221.43,30.4,36.0,10.0,11.2,25.6,22.0,0.0,547.5,1016.4,8.1,27.78,0.0,1,0,0,0
2022-08-08,Lunes,Laborable,No Festivo,8,8,2022,0,0,0.0,1.0,0.9884683243281114,0.1514277775045767,-0.4999999999999997,-0.8660254037844388,43.66,198.69,0.0,328.599993,495.65,169.87,770.439983,1318.4,199.12,30.8,35.9,12.3,10.1,25.1,19.0,0.0,465.3,1014.6,7.1,24.96,0.0,0,1,0,0
2022-08-09,Martes,Laborable,No Festivo,9,8,2022,0,0,0.7818314824680298,0.6234898018587336,0.9987165071710528,-0.0506491688387126,-0.4999999999999997,-0.8660254037844388,29.17,199.17,0.08375,334.599993,444.66,159.3,775.209983,1304.8,184.29,30.2,37.7,15.6,13.0,22.0,20.8,0.0,436.6,1014.2,5.5,22.06,0.0,1,0,0,0
2022-08-10,Miercoles,Laborable,No Festivo,10,8,2022,0,0,0.9749279121818236,-0.2225209339563143,0.9680771188662044,-0.2506525322587204,-0.4999999999999997,-0.8660254037844388,29.29,198.13,46.86625,346.449992,466.3,190.53,740.799983,1349.3,114.08,30.3,37.0,14.8,14.2,15.7,21.5,0.0,364.0,1013.2,9.9,29.9,0.0,1,0,0,0
2022-08-11,Jueves,Laborable,No Festivo,11,8,2022,0,0,0.4338837391175582,-0.900968867902419,0.8978045395707416,-0.4403941515576344,-0.4999999999999997,-0.8660254037844388,31.88,198.39,0.0,344.179992,474.93,170.48,804.769982,1341.4,207.67,30.7,36.9,14.8,13.5,23.3,22.2,0.0,463.0,1013.2,13.5,38.62,0.0,1,0,0,0
2022-08-12,Viernes,Laborable,No Festivo,12,8,2022,0,0,-0.433883739117558,-0.9009688679024191,0.7907757369376985,-0.6121059825476629,-0.4999999999999997,-0.8660254037844388,41.18,210.46,0.0,346.459992,441.16,188.01,761.879983,1319.2,221.33,31.1,37.9,14.0,18.5,22.4,21.8,0.0,444.8,1013.8,10.1,28.21,0.0,1,0,0,0
2022-08-13,Sabado,No Laborable,No Festivo,13,8,2022,0,0,-0.9749279121818236,-0.2225209339563146,0.6513724827222223,-0.7587581226927909,-0.4999999999999997,-0.8660254037844388,24.09,207.33,0.08375,302.899993,388.7,158.58,784.819982,1239.0,202.88,24.3,32.2,13.0,17.2,4.3,21.2,0.0,80.4,1015.3,16.4,64.74,0.0,1,0,0,0
2022-08-14,Domingo,No Laborable,No Festivo,14,8,2022,0,0,-0.7818314824680299,0.6234898018587334,0.485301962531081,-0.8743466161445821,-0.4999999999999997,-0.8660254037844388,33.49,213.46,0.0,291.989993,394.93,192.69,751.249983,1336.7,231.43,24.7,32.0,14.7,21.3,24.3,16.5,0.0,481.4,1011.5,11.6,52.51,0.0,0,1,0,0
2022-08-15,Lunes,Laborable,Festivo,15,8,2022,0,0,0.0,1.0,0.299363122973358,-0.9541392564000488,-0.4999999999999997,-0.8660254037844388,23.08,199.7,0.0,297.809993,380.71,169.88,812.749982,1336.4,259.25,24.7,30.9,15.2,16.8,18.6,17.5,0.0,431.0,1010.1,6.3,32.96,0.0,0,1,0,0
2022-08-16,Martes,Laborable,No Festivo,16,8,2022,0,1,0.7818314824680298,0.6234898018587336,0.1011683219874322,-0.9948693233918952,-0.4999999999999997,-0.8660254037844388,20.6,206.56,51.98,303.189993,413.16,154.35,783.879982,1269.5,259.42,24.4,29.7,14.7,21.4,23.3,17.6,0.0,461.4,1010.1,6.9,34.03,0.0,1,0,0,0
2022-08-17,Miercoles,Laborable,No Festivo,17,8,2022,0,0,0.9749279121818236,-0.2225209339563143,-0.101168321987432,-0.9948693233918952,-0.4999999999999997,-0.8660254037844388,25.44,195.69,0.0,300.029993,445.66,150.26,753.109983,1321.2,225.0,23.0,28.9,14.8,10.3,21.0,14.8,0.0,416.4,1011.1,6.6,36.92,0.0,1,0,0,0
2022-08-18,Jueves,Laborable,No Festivo,18,8,2022,0,0,0.4338837391175582,-0.900968867902419,-0.2993631229733577,-0.9541392564000488,-0.4999999999999997,-0.8660254037844388,20.92,228.65,0.0,297.249993,427.32,162.27,766.699983,1279.5,86.7,22.8,29.0,15.3,13.0,25.0,13.9,0.0,495.9,1015.5,7.1,39.01,0.0,0,1,0,0
2022-08-19,Viernes,Laborable,No Festivo,19,8,2022,0,0,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822,-0.4999999999999997,-0.8660254037844388,23.0,213.19,0.0,301.539993,435.66,193.73,783.859982,1332.1,84.75,24.0,31.9,14.9,13.4,24.9,13.9,0.0,493.1,1018.4,5.1,32.26,0.0,0,1,0,0
2022-08-20,Sabado,No Laborable,No Festivo,20,8,2022,0,0,-0.9749279121818236,-0.2225209339563146,-0.651372482722222,-0.7587581226927911,-0.4999999999999997,-0.8660254037844388,30.28,207.04,0.0,302.399993,405.23,180.52,800.239982,1380.4,155.58,26.1,35.7,15.9,13.7,24.4,14.8,0.0,485.1,1017.3,6.2,32.31,0.0,0,1,0,0
2022-08-21,Domingo,No Laborable,No Festivo,21,8,2022,0,0,-0.7818314824680299,0.6234898018587334,-0.7907757369376986,-0.6121059825476627,-0.4999999999999997,-0.8660254037844388,39.1,208.28,42.385,309.879993,417.63,163.33,837.069981,1341.7,267.71,28.5,36.7,15.9,17.7,24.2,16.2,0.0,479.5,1015.5,3.2,22.6,0.0,0,1,0,0
2022-08-22,Lunes,Laborable,No Festivo,22,8,2022,0,0,0.0,1.0,-0.8978045395707417,-0.4403941515576342,-0.4999999999999997,-0.8660254037844388,24.77,207.42,0.0,312.889993,459.11,169.24,791.109982,1330.1,120.63,28.3,35.9,14.9,13.9,23.7,17.9,0.0,469.7,1012.9,5.9,24.96,0.0,0,1,0,0
2022-08-23,Martes,Laborable,No Festivo,23,8,2022,0,0,0.7818314824680298,0.6234898018587336,-0.9680771188662044,-0.2506525322587205,-0.4999999999999997,-0.8660254037844388,28.29,204.09,0.0,320.089993,464.4,185.52,773.279983,1336.9,163.42,28.7,36.9,15.0,10.7,23.6,18.8,0.0,467.8,1011.9,9.3,35.3,0.0,1,0,0,0
2022-08-24,Miercoles,Laborable,No Festivo,24,8,2022,0,0,0.9749279121818236,-0.2225209339563143,-0.9987165071710528,-0.0506491688387126,-0.4999999999999997,-0.8660254037844388,37.07,204.89,0.0,224.189995,488.77,196.06,843.449981,1293.5,229.63,29.6,35.7,14.9,13.7,16.7,22.5,0.0,330.6,1012.6,7.3,25.6,0.0,1,0,0,0
2022-08-25,Jueves,Laborable,No Festivo,25,8,2022,0,0,0.4338837391175582,-0.900968867902419,-0.9884683243281114,0.1514277775045766,-0.4999999999999997,-0.8660254037844388,34.32,219.82,0.0,204.279995,459.78,164.36,863.819981,1291.3,241.25,28.3,34.0,15.0,12.1,23.2,20.9,0.0,459.8,1013.4,10.9,36.07,0.0,0,1,0,0
2022-08-26,Viernes,Laborable,No Festivo,26,8,2022,0,0,-0.433883739117558,-0.9009688679024191,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,20.59,243.79,0.0,203.549995,433.93,166.32,835.039981,1260.0,136.96,26.8,34.7,15.3,30.6,21.3,17.9,0.0,423.6,1012.1,12.9,46.55,0.0,1,0,0,0
2022-08-27,Sabado,No Laborable,No Festivo,27,8,2022,0,0,-0.9749279121818236,-0.2225209339563146,-0.848644257494751,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,41.4,224.52,0.0,202.909995,431.22,147.26,846.199981,1297.8,163.92,26.4,33.7,15.8,14.8,22.8,18.3,0.0,453.1,1010.3,10.2,39.53,0.0,1,0,0,0
2022-08-28,Domingo,No Laborable,No Festivo,28,8,2022,0,0,-0.7818314824680299,0.6234898018587334,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,43.95,216.2,0.0,215.239995,424.2,209.33,846.849981,1324.5,180.04,27.9,35.7,15.9,10.3,9.7,19.2,0.0,384.7,1010.2,11.0,37.43,0.0,0,1,0,0
2022-08-29,Lunes,Laborable,No Festivo,29,8,2022,0,0,0.0,1.0,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,37.72,216.38,0.0,219.289995,460.25,186.36,912.73998,1312.0,200.58,29.4,34.9,14.5,24.4,21.0,22.8,0.0,447.8,1013.1,12.7,37.05,0.0,0,1,0,0
2022-08-30,Martes,Laborable,No Festivo,30,8,2022,0,0,0.7818314824680298,0.6234898018587336,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,22.36,212.98,0.28125,226.929995,481.17,163.11,828.119981,1233.6,251.71,28.0,34.3,14.1,23.3,17.0,21.8,0.0,337.2,1016.8,14.0,43.79,0.0,1,0,0,0
2022-08-31,Miercoles,Laborable,No Festivo,31,8,2022,0,0,0.9749279121818236,-0.2225209339563143,-0.2012985200886602,0.9795299412524944,-0.4999999999999997,-0.8660254037844388,27.41,223.48,0.28125,125.059997,484.41,145.06,821.129982,1176.4,247.58,26.9,32.9,14.5,23.1,22.6,19.2,0.0,448.0,1017.1,8.5,34.84,0.0,0,1,0,0
2022-09-01,Jueves,Laborable,No Festivo,1,9,2022,0,0,0.4338837391175582,-0.900968867902419,0.0,1.0,-0.8660254037844384,-0.5000000000000004,15.78,223.92,0.27125,131.679997,447.66,170.31,833.479981,1198.3,240.96,23.9,30.0,14.7,19.0,16.2,13.1,0.0,322.0,1015.4,3.5,27.51,0.0,0,1,0,0
2022-09-02,Viernes,Laborable,No Festivo,2,9,2022,0,0,-0.433883739117558,-0.9009688679024191,0.2079116908177593,0.9781476007338056,-0.8660254037844384,-0.5000000000000004,30.32,232.83,0.27125,139.869997,446.09,183.1,839.399981,1229.8,255.58,24.1,29.9,14.9,24.5,22.3,17.5,0.0,442.7,1014.0,5.8,33.26,0.0,0,1,0,0
2022-09-03,Sabado,No Laborable,No Festivo,3,9,2022,0,0,-0.9749279121818236,-0.2225209339563146,0.4067366430758001,0.9135454576426008,-0.8660254037844384,-0.5000000000000004,25.25,233.77,0.27125,145.709997,437.76,213.99,876.80998,1267.1,257.83,23.1,29.0,15.4,21.1,22.8,15.8,0.0,452.1,1013.5,7.8,40.11,0.0,0,1,0,0
2022-09-04,Domingo,No Laborable,No Festivo,4,9,2022,0,0,-0.7818314824680299,0.6234898018587334,0.5877852522924731,0.8090169943749475,-0.8660254037844384,-0.5000000000000004,25.14,221.57,0.27125,151.169997,430.65,146.53,906.80998,1201.8,247.54,22.8,30.0,15.9,15.0,22.9,12.5,0.0,454.1,1016.4,4.8,33.59,0.0,0,1,0,0
2022-09-05,Lunes,Laborable,No Festivo,5,9,2022,0,0,0.0,1.0,0.7431448254773941,0.6691306063588582,-0.8660254037844384,-0.5000000000000004,22.5,233.54,0.27125,160.279996,478.24,146.2,855.639981,1199.3,239.13,22.5,29.7,15.0,15.5,22.6,11.3,0.0,448.6,1019.5,5.1,34.06,0.0,0,1,0,0
2022-09-06,Martes,Laborable,No Festivo,6,9,2022,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,25.19,223.3,0.08375,159.989996,478.26,188.44,855.659981,1237.2,245.54,22.8,29.7,14.5,18.4,22.3,13.1,0.0,442.6,1019.4,8.3,41.56,0.0,0,1,0,0
2022-09-07,Miercoles,Laborable,No Festivo,7,9,2022,0,0,0.9749279121818236,-0.2225209339563143,0.9510565162951536,0.3090169943749474,-0.8660254037844384,-0.5000000000000004,13.83,237.87,0.0,165.389996,463.0,145.22,877.19998,1166.8,263.53,23.6,28.0,10.0,20.5,17.0,15.0,0.0,337.1,1018.1,6.6,35.76,0.0,1,0,0,0
2022-09-08,Jueves,Laborable,No Festivo,8,9,2022,0,0,0.4338837391175582,-0.900968867902419,0.9945218953682732,0.1045284632676536,-0.8660254037844384,-0.5000000000000004,20.96,230.16,0.0,171.119996,381.0,141.91,868.439981,1165.3,234.75,24.5,30.0,10.0,20.5,22.0,13.0,0.0,435.8,1018.3,10.4,42.22,0.0,0,1,0,0
2022-09-09,Viernes,Laborable,No Festivo,9,9,2022,0,0,-0.433883739117558,-0.9009688679024191,0.9945218953682734,-0.1045284632676533,-0.8660254037844384,-0.5000000000000004,34.48,232.99,0.0,175.879996,0.0,147.68,842.989981,1172.4,233.94,26.4,32.0,10.0,14.8,21.5,16.0,0.0,426.2,1019.4,12.4,45.14,0.0,1,0,0,0
2022-09-10,Sabado,No Laborable,No Festivo,10,9,2022,0,0,-0.9749279121818236,-0.2225209339563146,0.9510565162951536,-0.3090169943749473,-0.8660254037844384,-0.5000000000000004,25.11,248.49,0.0,184.069996,264.65,200.72,868.749981,1275.0,186.67,28.8,35.0,10.0,11.2,20.2,15.0,0.0,467.9,1018.4,10.1,33.88,0.0,1,0,0,0
2022-09-11,Domingo,No Laborable,No Festivo,11,9,2022,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,22.59,255.69,0.0,199.069996,440.99,141.04,907.06998,1242.3,216.67,29.7,36.0,10.0,13.0,19.9,18.0,0.0,426.2,1016.1,8.7,29.56,0.0,1,0,0,0
2022-09-12,Lunes,Laborable,No Festivo,12,9,2022,0,0,0.0,1.0,0.7431448254773945,-0.6691306063588579,-0.8660254037844384,-0.5000000000000004,26.05,235.62,0.0,205.959995,433.1,150.67,898.35998,1197.7,185.07,28.0,33.3,12.0,22.6,9.9,21.5,0.0,211.8,1011.0,10.1,33.72,0.0,1,0,0,0
2022-09-13,Martes,Laborable,No Festivo,13,9,2022,0,0,0.7818314824680298,0.6234898018587336,0.5877852522924732,-0.8090169943749473,-0.8660254037844384,-0.5000000000000004,13.67,226.5,0.0,208.459995,431.62,114.89,844.389981,1161.4,196.25,23.6,27.2,14.9,27.2,11.7,20.7,0.4,250.0,1009.3,13.8,55.06,4.17,1,0,1,0
2022-09-14,Miercoles,Laborable,No Festivo,14,9,2022,0,0,0.9749279121818236,-0.2225209339563143,0.4067366430758004,-0.9135454576426008,-0.8660254037844384,-0.5000000000000004,15.64,235.02,0.0,224.399995,460.15,78.39,771.419983,1137.5,246.88,21.5,26.0,14.9,19.0,20.1,16.5,2.0,429.9,1011.9,11.8,57.07,4.17,1,0,1,0
2022-09-15,Jueves,Laborable,No Festivo,15,9,2022,0,0,0.4338837391175582,-0.900968867902419,0.2079116908177597,-0.9781476007338056,-0.8660254037844384,-0.5000000000000004,13.02,227.2,0.0,227.169995,459.38,105.17,787.709982,1191.3,252.17,20.5,24.2,14.9,12.4,13.5,16.5,0.0,267.1,1014.5,13.1,63.2,0.0,1,0,0,0
