COD_CONCESION,SECTOR,COD_SUMINISTRO,FECHA_ALTA_SUMINISTRO,FECHA_BAJA_SUMINISTRO,COD_TIPO_SUMINISTRO,NUM_VIVIENDAS,NUM_PERSONAS
VR,3.1,981841,2009-08-23,,CONT,1.0,3.0
VR,2.2,981850,2009-08-31,,CONT,1.0,3.0
VR,2,981853,2009-08-10,,CONT,1.0,3.0
VR,3.2.1,981855,2009-09-02,,CONT,1.0,3.0
VR,,981857,2009-08-23,2014-02-28,SIN_CONT,,
VR,3.1,981861,2009-08-23,,CONT,1.0,3.0
VR,3.1,981862,2009-08-23,,CONT,1.0,3.0
VR,0,981864,2009-08-21,,CONT,1.0,3.0
VR,3.2,981878,2009-09-02,,CONT,1.0,3.0
VR,2.2,981892,2009-08-30,,CONT,1.0,3.0
VR,0,981894,2009-08-17,,CONT,1.0,3.0
VR,3.1,981895,2009-08-23,,CONT,1.0,3.0
VR,0,981897,2009-08-25,,CONT,1.0,3.0
VR,3.2,981900,2009-08-30,,CONT,1.0,3.0
VR,0,981902,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,981905,2009-09-01,,CONT,1.0,3.0
VR,0,981914,2009-08-17,,CONT,1.0,3.0
VR,2,981915,2009-08-10,,CONT,1.0,3.0
VR,0,981926,2009-08-25,,CONT,1.0,3.0
VR,0,981927,2009-08-17,,CONT,1.0,3.0
VR,3.1,981931,2009-08-23,,CONT,1.0,3.0
VR,0,981954,2009-08-23,,CONT,1.0,3.0
VR,3.1,981974,2009-08-23,,CONT,1.0,3.0
VR,3.2,981998,2009-08-31,,CONT,1.0,3.0
VR,3.2.1,982009,2009-09-10,2018-09-02,SIN_CONT,1.0,3.0
VR,,982010,2009-09-10,2011-02-01,SIN_CONT,,
VR,,982016,2009-09-10,2011-06-01,SIN_CONT,,
VR,2.2.1,982019,2009-09-10,,SIN_CONT,1.0,3.0
VR,3.2.1,982051,2009-09-03,,SIN_CONT,1.0,3.0
VR,3.2,982065,2009-08-30,,CONT,1.0,3.0
VR,2.2,982070,2009-08-30,,CONT,1.0,3.0
VR,0,982073,2009-08-17,,CONT,1.0,3.0
VR,2,982076,2009-08-10,,CONT,1.0,3.0
VR,3.2.1,982077,2009-09-03,,CONT,1.0,3.0
VR,3.2.1,982078,2009-09-03,,CONT,1.0,3.0
VR,3.2.1,982079,2009-09-03,,CONT,1.0,3.0
VR,3.1,982080,2009-08-17,,CONT,1.0,3.0
VR,3.1,982081,2009-08-23,,CONT,1.0,3.0
VR,2,982085,2009-08-13,,CONT,1.0,3.0
VR,3.1,982112,2009-08-23,,CONT,1.0,3.0
VR,2,982114,2009-08-13,,CONT,1.0,3.0
VR,0,982118,2009-08-17,,CONT,1.0,3.0
VR,3.1,982120,2009-08-25,,CONT,1.0,3.0
VR,2.1,982121,2009-09-10,,CONT,1.0,3.0
VR,2,982149,2009-08-10,,CONT,1.0,3.0
VR,3.2,982150,2009-08-31,,CONT,1.0,3.0
VR,0,982157,2009-08-17,,CONT,1.0,3.0
VR,3,982158,2009-08-27,,CONT,1.0,3.0
VR,2.2,982159,2009-09-10,,CONT,1.0,3.0
VR,2.1,982167,2009-08-13,,CONT,1.0,3.0
VR,2.2,982171,2009-09-08,,CONT,1.0,3.0
VR,2,982172,2009-08-10,,CONT,1.0,3.0
VR,2.1,982175,2009-09-10,,CONT,1.0,3.0
VR,3,982176,2009-08-27,,CONT,1.0,3.0
VR,3.2.1,982177,2009-08-27,,CONT,1.0,3.0
VR,3.2.1,982178,2009-08-21,,SIN_CONT,1.0,3.0
VR,3.2.1,982186,2009-09-08,,CONT,1.0,3.0
VR,0,982191,2009-08-17,,CONT,1.0,3.0
VR,3.1,982200,2009-08-17,,CONT,1.0,3.0
VR,3.1,982201,2009-08-17,,CONT,1.0,3.0
VR,3.2.1,982204,2009-08-23,,CONT,1.0,3.0
VR,2,982207,2009-08-10,,CONT,1.0,3.0
VR,2.2,982210,2009-09-04,,CONT,1.0,3.0
VR,2.2.1,982211,2009-09-08,,CONT,1.0,3.0
VR,3.1,982212,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,982213,2009-09-02,,CONT,1.0,3.0
VR,3.1,982215,2009-08-17,,CONT,1.0,3.0
VR,2.1,982216,2009-08-13,,CONT,1.0,3.0
VR,3.2,982228,2009-08-28,,CONT,1.0,3.0
VR,2.2,982234,2009-08-31,,CONT,1.0,3.0
VR,0,982240,2009-08-17,,CONT,1.0,3.0
VR,3,982322,2009-08-25,,CONT,1.0,3.0
VR,3.1,982323,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,982324,2009-08-21,,CONT,1.0,3.0
VR,2,982339,2009-08-10,,CONT,1.0,3.0
VR,1,982347,2009-01-18,,SIN_CONT,1.0,3.0
VR,,982349,2009-09-10,2016-11-23,SIN_CONT,,
VR,3,982358,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982359,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982360,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982361,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982362,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982363,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982364,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982365,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982366,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982367,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982368,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982369,2009-09-10,,SIN_CONT,1.0,3.0
VR,,982370,2009-09-10,2016-11-23,SIN_CONT,,
VR,2,982372,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982373,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982374,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982375,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982376,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982377,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982378,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982379,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982380,2009-01-18,,SIN_CONT,1.0,3.0
VR,2,982381,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982382,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982383,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982384,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982385,2009-09-10,,SIN_CONT,1.0,3.0
VR,2,982386,2009-09-10,,SIN_CONT,1.0,3.0
VR,3,982391,2009-08-25,,CONT,1.0,3.0
VR,2.1,982397,2009-09-10,,SIN_CONT,1.0,3.0
VR,,982401,2009-09-10,2013-08-31,SIN_CONT,,
VR,2.1,982433,2009-08-13,2021-12-31,SIN_CONT,1.0,3.0
VR,2,982436,2009-08-13,,CONT,1.0,3.0
VR,0,982440,2009-08-17,,CONT,1.0,3.0
VR,3.1,982443,2009-08-23,,CONT,1.0,3.0
VR,3.1,982468,2009-08-17,,CONT,1.0,3.0
VR,3.1,982474,2009-08-17,,CONT,1.0,3.0
VR,3.2,982500,2009-08-31,,CONT,1.0,3.0
VR,2.2,982517,2009-09-10,,CONT,1.0,3.0
VR,3.2.1,982560,2009-09-03,,CONT,1.0,3.0
VR,0,982585,2009-08-17,,CONT,1.0,3.0
VR,2,982587,2009-08-10,,CONT,1.0,3.0
VR,3.2,982588,2009-08-30,,CONT,1.0,3.0
VR,3.1,982592,2009-08-17,,CONT,1.0,3.0
VR,2.2,982593,2009-08-30,,CONT,1.0,3.0
VR,2,982598,2009-08-13,,CONT,1.0,3.0
VR,2.2,982603,2009-09-10,,CONT,1.0,3.0
VR,2.2,982607,2009-08-31,,CONT,1.0,3.0
VR,3.2,982611,2009-08-28,,CONT,1.0,3.0
VR,3.2,982613,2009-08-30,,SIN_CONT,1.0,3.0
VR,3.2,982616,2009-09-01,,CONT,1.0,3.0
VR,3.2,982617,2009-08-28,,CONT,1.0,3.0
VR,3.2,982619,2009-08-28,,CONT,1.0,3.0
VR,0,982621,2009-08-23,,CONT,1.0,3.0
VR,0,982623,2009-08-23,,CONT,1.0,3.0
VR,3.2,982624,2009-08-28,,CONT,1.0,3.0
VR,3.2.1,982628,2009-08-27,,CONT,1.0,3.0
VR,,982632,2009-08-17,2014-10-14,SIN_CONT,,
VR,3.2,982639,2009-08-28,,CONT,1.0,3.0
VR,3.2,982640,2009-08-28,,CONT,1.0,3.0
VR,3.2.1,982643,2009-09-02,,CONT,1.0,3.0
VR,3.2,982653,2009-08-28,,CONT,1.0,3.0
VR,2,982654,2009-08-13,,CONT,1.0,3.0
VR,3.2,982655,2009-08-30,,CONT,1.0,3.0
VR,2.2,982656,2009-09-08,,CONT,1.0,3.0
VR,3.2,982657,2009-08-28,,CONT,1.0,3.0
VR,3,982660,2009-08-27,,CONT,1.0,3.0
VR,0,982661,2009-08-23,,CONT,1.0,3.0
VR,3.1,982662,2009-08-23,,CONT,1.0,3.0
VR,3,982723,2009-08-27,,CONT,1.0,3.0
VR,2,982724,2009-08-13,,CONT,1.0,3.0
VR,3.2,982727,2009-08-30,,CONT,1.0,3.0
VR,3.2,982729,2009-08-30,,CONT,1.0,3.0
VR,3.1,982730,2009-08-21,,CONT,1.0,3.0
VR,2.2,982731,2009-09-04,,CONT,1.0,3.0
VR,3.2.1,982732,2009-08-23,,CONT,1.0,3.0
VR,2,982739,2009-08-10,,CONT,1.0,3.0
VR,3.2,982742,2009-08-30,,CONT,1.0,3.0
VR,3.2,982744,2009-08-30,,CONT,1.0,3.0
VR,3.2,982745,2009-08-27,,CONT,1.0,3.0
VR,3.2.1,982746,2009-09-08,,CONT,1.0,3.0
VR,2.2,982747,2009-09-04,,CONT,1.0,3.0
VR,0,982750,2009-08-17,,CONT,1.0,3.0
VR,2.2,982752,2009-09-04,,CONT,1.0,3.0
VR,2.2,982757,2009-09-08,,CONT,1.0,3.0
VR,3.2,982758,2009-08-28,,CONT,1.0,3.0
VR,3.2.1,982763,2009-09-02,,CONT,1.0,3.0
VR,3.2,982766,2009-08-31,,CONT,1.0,3.0
VR,2.2,982767,2009-09-10,,CONT,1.0,3.0
VR,2.2,982775,2009-09-10,,CONT,1.0,3.0
VR,3.2,982779,2009-08-31,,CONT,1.0,3.0
VR,2,982780,2009-08-10,,CONT,1.0,3.0
VR,2.1,982788,2009-09-10,,CONT,1.0,3.0
VR,0,982789,2009-08-25,,CONT,1.0,3.0
VR,3.2,982790,2009-08-30,,CONT,1.0,3.0
VR,3.2,982791,2009-08-30,,CONT,1.0,3.0
VR,3.2,982797,2009-08-28,,CONT,1.0,3.0
VR,0,982798,2009-08-17,,CONT,1.0,3.0
VR,0,982800,2009-08-25,,CONT,1.0,3.0
VR,2.2,982802,2009-09-03,,CONT,1.0,3.0
VR,3.2,982804,2009-09-01,,CONT,1.0,3.0
VR,0,982810,2009-08-23,,CONT,1.0,3.0
VR,3,982818,2009-08-25,,CONT,1.0,3.0
VR,2.2,982823,2009-08-30,,CONT,1.0,3.0
VR,2.2,982825,2009-09-04,,CONT,1.0,3.0
VR,3.2,982826,2009-08-30,,CONT,1.0,3.0
VR,0,982827,2009-08-17,,CONT,1.0,3.0
VR,0,982833,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,982838,2009-09-03,,CONT,1.0,3.0
VR,2,982840,2009-08-10,2020-08-31,SIN_CONT,1.0,3.0
VR,2.2,982851,2009-09-08,,CONT,1.0,3.0
VR,3,982866,2009-08-25,,CONT,1.0,3.0
VR,3,982867,2009-08-25,,CONT,1.0,3.0
VR,3,982869,2009-08-25,,CONT,1.0,3.0
VR,3.2.1,982881,2009-09-03,,CONT,1.0,3.0
VR,3.2,982882,2009-08-30,,CONT,1.0,3.0
VR,2.2,982898,2009-08-31,,CONT,1.0,3.0
VR,3.2.1,982904,2009-09-03,,CONT,1.0,3.0
VR,3.2,982914,2009-08-28,,CONT,1.0,3.0
VR,0,982915,2009-08-21,,CONT,1.0,3.0
VR,3.1,982918,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,982960,2009-09-10,,SIN_CONT,1.0,3.0
VR,2.2,982962,2009-09-10,,SIN_CONT,1.0,3.0
VR,3.2.1,982963,2009-09-10,,SIN_CONT,1.0,3.0
VR,,982964,2009-09-10,2012-08-01,SIN_CONT,,
VR,2.1,982965,2009-09-10,,SIN_CONT,1.0,3.0
VR,,982971,2009-09-10,2014-02-28,SIN_CONT,,
VR,2.1,983006,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,983026,2009-09-08,,CONT,1.0,3.0
VR,3.1,983027,2009-08-23,,CONT,1.0,3.0
VR,3.1,983028,2009-08-23,,CONT,1.0,3.0
VR,2.2,983029,2009-09-08,,CONT,1.0,3.0
VR,0,983031,2009-08-23,,CONT,1.0,3.0
VR,2,983052,2009-08-10,,CONT,1.0,3.0
VR,3,983056,2009-08-25,,CONT,1.0,3.0
VR,3,983057,2009-08-25,,CONT,1.0,3.0
VR,3,983058,2009-08-25,,CONT,1.0,3.0
VR,3,983059,2009-08-25,,CONT,1.0,3.0
VR,3,983060,2009-08-27,,CONT,1.0,3.0
VR,3,983062,2009-08-27,,CONT,1.0,3.0
VR,3,983063,2009-08-27,,CONT,1.0,3.0
VR,3,983065,2009-08-27,,CONT,1.0,3.0
VR,3,983066,2009-08-27,,CONT,1.0,3.0
VR,3.1,983072,2009-08-13,,CONT,1.0,3.0
VR,3,983076,2009-08-27,,CONT,1.0,3.0
VR,3.2,983077,2009-08-28,,CONT,1.0,3.0
VR,3.1,983080,2009-08-17,,CONT,1.0,3.0
VR,3.1,983089,2009-08-21,,CONT,1.0,3.0
VR,0,983090,2009-08-21,,CONT,1.0,3.0
VR,0,983091,2009-08-21,,CONT,1.0,3.0
VR,0,983092,2009-08-17,,CONT,1.0,3.0
VR,0,983096,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,983098,2009-09-03,,CONT,1.0,3.0
VR,3.2.1,983106,2009-08-21,,CONT,1.0,3.0
VR,2.2,983108,2009-09-04,,CONT,1.0,3.0
VR,2,983109,2009-08-13,,CONT,1.0,3.0
VR,,983119,2009-09-04,2015-01-03,SIN_CONT,,
VR,,983121,2009-08-27,2011-10-11,CONT,,
VR,3,983122,2009-08-27,,CONT,1.0,3.0
VR,3.2,983126,2009-08-30,,CONT,1.0,3.0
VR,3.2,983129,2009-09-01,,CONT,1.0,3.0
VR,3.2.1,983149,2009-09-10,,SIN_CONT,1.0,3.0
VR,3.1,983150,2009-09-10,2021-12-31,SIN_CONT,1.0,3.0
VR,2,983151,2009-08-10,,CONT,1.0,3.0
VR,3.2,983153,2009-09-10,,SIN_CONT,1.0,3.0
VR,0,983158,2009-08-23,,CONT,1.0,3.0
VR,3,983161,2009-08-25,,CONT,1.0,3.0
VR,3.2,983166,2009-09-01,2020-08-31,CONT,1.0,3.0
VR,2.2,983179,2009-08-31,,CONT,1.0,3.0
VR,3.2.1,983181,2009-08-23,,CONT,1.0,3.0
VR,3.2,983182,2009-09-01,,CONT,1.0,3.0
VR,2.2,983185,2009-08-30,,CONT,1.0,3.0
VR,3.1,983187,2009-08-23,2019-08-31,SIN_CONT,1.0,3.0
VR,2.1,983190,2009-09-10,,CONT,1.0,3.0
VR,3.1,983192,2009-08-23,,CONT,1.0,3.0
VR,2.2,983193,2009-09-08,,CONT,1.0,3.0
VR,3.2,983195,2009-08-28,,CONT,1.0,3.0
VR,3.1,983197,2009-08-23,,CONT,1.0,3.0
VR,3.2,983199,2009-08-27,,CONT,1.0,3.0
VR,3.2.1,983206,2009-08-23,,CONT,1.0,3.0
VR,2.2,983207,2009-09-04,,CONT,1.0,3.0
VR,3.1,983208,2009-08-21,,CONT,1.0,3.0
VR,3.1,983210,2009-09-10,2021-12-31,SIN_CONT,1.0,3.0
VR,3.2.1,983212,2009-08-27,,CONT,1.0,3.0
VR,2.2,983214,2009-09-04,,CONT,1.0,3.0
VR,2,983219,2009-08-10,,CONT,1.0,3.0
VR,2.2,983222,2009-09-04,,CONT,1.0,3.0
VR,0,983223,2009-08-23,,CONT,1.0,3.0
VR,3,983225,2009-08-27,,CONT,1.0,3.0
VR,2.1,983228,2009-09-08,,CONT,1.0,3.0
VR,2.1,983231,2009-09-08,,SIN_CONT,1.0,3.0
VR,3.2.1,983235,2009-08-27,,CONT,1.0,3.0
VR,0,983241,2009-08-23,,CONT,1.0,3.0
VR,2,983243,2009-08-10,,CONT,1.0,3.0
VR,0,983244,2009-08-17,,CONT,1.0,3.0
VR,3.1,983252,2009-08-25,,SIN_CONT,1.0,3.0
VR,2.1,983260,2009-09-10,,CONT,1.0,3.0
VR,3.2.1,983261,2009-09-10,,SIN_CONT,1.0,3.0
VR,0,983265,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,983276,2009-08-27,,CONT,1.0,3.0
VR,2.1,983287,2009-09-08,,CONT,1.0,3.0
VR,3,983301,2009-08-27,,CONT,1.0,3.0
VR,,983316,2009-08-25,2015-03-16,SIN_CONT,,
VR,3.2,983327,2009-08-30,,CONT,1.0,3.0
VR,3.2,983328,2009-08-30,,CONT,1.0,3.0
VR,3.2,983337,2009-09-01,,CONT,1.0,3.0
VR,3.2,983341,2009-09-01,,CONT,1.0,3.0
VR,3,983345,2009-08-25,,CONT,1.0,3.0
VR,,983349,2009-09-10,2012-01-02,SIN_CONT,,
VR,,983351,2009-09-10,2012-01-02,SIN_CONT,,
VR,2.1,983353,2009-09-10,2019-06-30,SIN_CONT,1.0,3.0
VR,,983355,2009-09-10,2011-11-01,SIN_CONT,,
VR,3.2,983356,2009-09-10,,SIN_CONT,1.0,3.0
VR,,983358,2009-09-10,2010-06-01,SIN_CONT,,
VR,2.2,983371,2009-09-08,,CONT,1.0,3.0
VR,2.2,983377,2009-08-30,,CONT,1.0,3.0
VR,3.2.1,983383,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,983392,2009-08-23,,CONT,1.0,3.0
VR,0,983417,2009-08-23,,CONT,1.0,3.0
VR,0,983418,2009-08-23,,CONT,1.0,3.0
VR,0,983419,2009-08-23,,CONT,1.0,3.0
VR,0,983420,2009-08-23,,CONT,1.0,3.0
VR,0,983421,2009-08-23,,CONT,1.0,3.0
VR,0,983422,2009-08-23,,CONT,1.0,3.0
VR,0,983424,2009-08-23,,CONT,1.0,3.0
VR,0,983425,2009-08-23,,CONT,1.0,3.0
VR,0,983426,2009-08-23,,CONT,1.0,3.0
VR,0,983431,2009-08-23,,CONT,1.0,3.0
VR,0,983440,2009-08-23,,CONT,1.0,3.0
VR,0,983441,2009-08-23,,CONT,1.0,3.0
VR,0,983443,2009-08-23,,CONT,1.0,3.0
VR,0,983444,2009-08-23,,CONT,1.0,3.0
VR,0,983445,2009-08-23,,CONT,1.0,3.0
VR,0,983446,2009-08-23,,CONT,1.0,3.0
VR,0,983449,2009-08-23,,CONT,1.0,3.0
VR,0,983452,2009-08-23,,CONT,1.0,3.0
VR,,983455,2009-09-10,2015-03-16,SIN_CONT,,
VR,0,983456,2009-08-23,,CONT,1.0,3.0
VR,0,983463,2009-08-23,,CONT,1.0,3.0
VR,0,983467,2009-08-23,,CONT,1.0,3.0
VR,0,983468,2009-08-23,,CONT,1.0,3.0
VR,0,983471,2009-08-23,,CONT,1.0,3.0
VR,3.2,983472,2009-09-02,,CONT,1.0,3.0
VR,3,983473,2009-08-27,,CONT,1.0,3.0
VR,,983475,2009-08-23,2013-08-31,SIN_CONT,,
VR,3,983477,2009-09-10,,SIN_CONT,1.0,3.0
VR,0,983480,2009-08-23,,CONT,1.0,3.0
VR,2.1,983481,2009-09-08,,CONT,1.0,3.0
VR,0,983503,2009-08-23,,CONT,1.0,3.0
VR,3.2,983510,2009-09-10,,SIN_CONT,1.0,3.0
VR,0,983512,2009-08-21,,CONT,1.0,3.0
VR,2,983521,2009-08-10,,CONT,1.0,3.0
VR,3.1,983523,2009-08-17,,CONT,1.0,3.0
VR,2,983524,2009-08-10,,CONT,1.0,3.0
VR,0,983527,2009-08-23,,CONT,1.0,3.0
VR,0,983528,2009-08-23,,CONT,1.0,3.0
VR,0,983532,2009-08-23,,CONT,1.0,3.0
VR,0,983546,2009-08-17,,SIN_CONT,1.0,3.0
VR,2,983559,2009-08-13,,CONT,1.0,3.0
VR,2,983563,2009-08-10,,CONT,1.0,3.0
VR,3.2,983573,2009-08-28,,CONT,1.0,3.0
VR,2.2,983579,2009-08-31,,CONT,1.0,3.0
VR,2,983586,2009-08-13,,CONT,1.0,3.0
VR,3.2,983591,2009-09-01,,CONT,1.0,3.0
VR,2.2,983616,2009-08-30,,CONT,1.0,3.0
VR,3.2.1,983617,2009-08-27,,CONT,1.0,3.0
VR,0,983618,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,983620,2009-08-21,,CONT,1.0,3.0
VR,0,983621,2009-08-23,,CONT,1.0,3.0
VR,2.2,983623,2009-09-08,,CONT,1.0,3.0
VR,0,983625,2009-08-23,,CONT,1.0,3.0
VR,3.2.1,983629,2009-08-21,,CONT,1.0,3.0
VR,0,983632,2009-08-23,,CONT,1.0,3.0
VR,3.1,983645,2009-08-23,,CONT,1.0,3.0
VR,0,983651,2009-08-23,,CONT,1.0,3.0
VR,2.2,983654,2009-09-04,,CONT,1.0,3.0
VR,2.2,983655,2009-09-04,,CONT,1.0,3.0
VR,,983656,2009-09-04,2015-04-07,CONT,,
VR,,983657,2009-09-04,2015-03-18,CONT,,
VR,2.1,983663,2009-09-10,,CONT,1.0,3.0
VR,3,983669,2009-08-27,2021-08-31,SIN_CONT,1.0,3.0
VR,0,983677,2009-08-23,,CONT,1.0,3.0
VR,0,983678,2009-08-23,,CONT,1.0,3.0
VR,2.2,983686,2009-09-04,,CONT,1.0,3.0
VR,2.2,983695,2009-08-31,,CONT,1.0,3.0
VR,0,983716,2009-08-23,,CONT,1.0,3.0
VR,3.1,983749,2009-08-13,,CONT,1.0,3.0
VR,0,983760,2009-08-25,,CONT,1.0,3.0
VR,2.1,983761,2009-09-08,,CONT,1.0,3.0
VR,3.2.1,983762,2009-09-03,,CONT,1.0,3.0
VR,3.2,983764,2009-08-30,,CONT,1.0,3.0
VR,2.1,983768,2009-08-13,,CONT,1.0,3.0
VR,2.2,983771,2009-09-04,,CONT,1.0,3.0
VR,2,983772,2009-08-10,,CONT,1.0,3.0
VR,3.2.1,983774,2009-08-17,,SIN_CONT,1.0,3.0
VR,0,983780,2009-08-23,,CONT,1.0,3.0
VR,0,983785,2009-08-25,,CONT,1.0,3.0
VR,2.2,983787,2009-09-02,,CONT,1.0,3.0
VR,2,983793,2009-08-10,,CONT,1.0,3.0
VR,3.1,983796,2009-08-23,,CONT,1.0,3.0
VR,3.1,983797,2009-08-23,,CONT,1.0,3.0
VR,2.1,983808,2009-09-08,,CONT,1.0,3.0
VR,0,983809,2009-08-23,,CONT,1.0,3.0
VR,3,983810,2009-08-27,,CONT,1.0,3.0
VR,2.2,983811,2009-09-08,,CONT,1.0,3.0
VR,0,983812,2009-08-23,,CONT,1.0,3.0
VR,2,983820,2009-08-13,,CONT,1.0,3.0
VR,3,983823,2009-08-27,,CONT,1.0,3.0
VR,2,983833,2009-08-13,,CONT,1.0,3.0
VR,3.2.1,983840,2009-09-03,,CONT,1.0,3.0
VR,3.1,983841,2009-08-17,,CONT,1.0,3.0
VR,3.2.1,983844,2009-09-03,,CONT,1.0,3.0
VR,3.2,983845,2009-08-31,,CONT,1.0,3.0
VR,3.2,983846,2009-08-30,,CONT,1.0,3.0
VR,2,983849,2009-08-10,,CONT,1.0,3.0
VR,3.2.1,983851,2009-09-03,,CONT,1.0,3.0
VR,3.2.1,983853,2009-09-03,,CONT,1.0,3.0
VR,3.2.1,983854,2009-09-03,,CONT,1.0,3.0
VR,3.2,983858,2009-08-28,,CONT,1.0,3.0
VR,2.2,983859,2009-08-30,,CONT,1.0,3.0
VR,3.2.1,983861,2009-09-03,,CONT,1.0,3.0
VR,3.2,983863,2009-08-30,,CONT,1.0,3.0
VR,3.1,983870,2009-08-25,,CONT,1.0,3.0
VR,2.2,983906,2009-08-31,2018-12-31,SIN_CONT,1.0,3.0
VR,3.2.1,983918,2009-09-03,,CONT,1.0,3.0
VR,,983920,2009-09-10,2015-01-03,SIN_CONT,,
VR,2.2,983929,2009-09-04,,CONT,1.0,3.0
VR,0,983931,2009-08-25,,CONT,1.0,3.0
VR,3.2.1,983935,2009-09-03,,CONT,1.0,3.0
VR,3.1,983941,2009-08-17,,CONT,1.0,3.0
VR,3.2,983942,2009-08-31,,CONT,1.0,3.0
VR,2,983945,2009-08-13,,CONT,1.0,3.0
VR,0,983953,2009-08-25,,CONT,1.0,3.0
VR,3,983956,2009-08-27,,CONT,1.0,3.0
VR,3.2.1,983957,2009-09-03,,CONT,1.0,3.0
VR,3.2,983958,2009-08-30,,CONT,1.0,3.0
VR,2.2,983971,2009-09-08,,CONT,1.0,3.0
VR,2.2,983972,2009-09-08,,CONT,1.0,3.0
VR,,983974,2009-08-25,2012-03-29,CONT,,
VR,2.1,984023,2009-08-13,,CONT,1.0,3.0
VR,2.2,984031,2009-09-10,,CONT,1.0,3.0
VR,2.2,984032,2009-09-10,,CONT,1.0,3.0
VR,3.2.1,984035,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,984037,2009-09-10,,SIN_CONT,1.0,3.0
VR,0,984050,2009-08-21,2018-07-31,CONT,1.0,3.0
VR,3.1,984059,2009-08-23,,CONT,1.0,3.0
VR,3.1,984069,2009-08-23,,CONT,1.0,3.0
VR,,984070,2009-08-23,2015-12-31,CONT,,
VR,0,984077,2009-08-23,,CONT,1.0,3.0
VR,3.1,984079,2009-08-17,,CONT,1.0,3.0
VR,2,984081,2009-08-13,,CONT,1.0,3.0
VR,0,984087,2009-08-13,,CONT,1.0,3.0
VR,0,984092,2009-08-25,,CONT,1.0,3.0
VR,0,984094,2009-08-17,,CONT,1.0,3.0
VR,3.2.1,984103,2009-09-03,,CONT,1.0,3.0
VR,3.2,984104,2009-08-28,,CONT,1.0,3.0
VR,3.2,984107,2009-08-27,,CONT,1.0,3.0
VR,3.1,984109,2009-08-23,,CONT,1.0,3.0
VR,3.2,984116,2009-08-30,2022-02-28,SIN_CONT,1.0,3.0
VR,3.1,984121,2009-08-23,,CONT,1.0,3.0
VR,3,984125,2009-08-25,,CONT,1.0,3.0
VR,3.1,984126,2009-08-23,,CONT,1.0,3.0
VR,3.2,984127,2009-09-02,,CONT,1.0,3.0
VR,0,984145,2009-08-21,,CONT,1.0,3.0
VR,3.2.1,984153,2009-09-03,,CONT,1.0,3.0
VR,2.1,984163,2009-08-13,,CONT,1.0,3.0
VR,2.2,984165,2009-09-08,,CONT,1.0,3.0
VR,2.2,984167,2009-09-10,,CONT,1.0,3.0
VR,2.2,984177,2009-09-08,,CONT,1.0,3.0
VR,2,984179,2009-08-10,,CONT,1.0,3.0
VR,2.2,984186,2009-09-04,,CONT,1.0,3.0
VR,3.1,984191,2009-08-23,,CONT,1.0,3.0
VR,0,984193,2009-08-21,,CONT,1.0,3.0
VR,2.2,984197,2009-08-30,,CONT,1.0,3.0
VR,0,984206,2009-08-17,,CONT,1.0,3.0
VR,3.2.1,984207,2009-09-02,,CONT,1.0,3.0
VR,3.2.1,984214,2009-09-03,,CONT,1.0,3.0
VR,3.2,984220,2009-08-27,,CONT,1.0,3.0
VR,3.2,984221,2009-08-30,,CONT,1.0,3.0
VR,3.2.1,984228,2009-08-21,,CONT,1.0,3.0
VR,2.1,984231,2009-09-10,,CONT,1.0,3.0
VR,2.2,984233,2009-09-04,,CONT,1.0,3.0
VR,,984242,2009-08-27,2011-11-02,CONT,,
VR,2.2,984248,2009-09-08,,CONT,1.0,3.0
