wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,locations
258.25,7.1,11.9,15.0,30.4,2021-12-09T00:00:00+01:00,6.5,,33.3,3.2,1639008000000,0.0,181.1,,0.0,1023.6,0.0,4.6,84.17,0.0,55.4,Partially cloudy,-1.2,,"39.2210171,-3.6185337"
260.67,9.5,12.0,14.6,28.4,2021-12-10T00:00:00+01:00,3.6,,80.5,7.7,1639094400000,0.0,99.2,,0.0,1022.0,0.0,7.6,88.21,0.0,,Overcast,5.2,,"39.2210171,-3.6185337"
221.09,9.7,16.1,14.2,13.0,2021-12-11T00:00:00+01:00,8.6,,6.8,5.1,1639180800000,0.0,239.4,Mist,0.0,1024.5,0.0,7.0,84.32,0.0,,Clear,4.3,,"39.2210171,-3.6185337"
112.41,6.6,14.1,9.6,8.8,2021-12-12T00:00:00+01:00,8.9,,75.0,-0.1,1639267200000,0.0,248.3,"Mist, Fog",0.0,1027.3,0.0,4.4,87.36,0.0,,Partially cloudy,3.5,,"39.2210171,-3.6185337"
141.17,3.0,9.0,4.8,7.6,2021-12-13T00:00:00+01:00,4.3,,85.5,-1.1,1639353600000,0.0,120.1,"Mist, Fog",0.0,1026.8,0.0,2.4,95.78,0.0,,Overcast,-0.2,,"39.2210171,-3.6185337"
113.33,3.4,9.4,3.7,8.2,2021-12-14T00:00:00+01:00,4.8,,60.9,-0.1,1639440000000,0.0,132.3,"Mist, Fog",0.0,1026.6,0.0,2.9,96.65,0.0,,Partially cloudy,-1.9,,"39.2210171,-3.6185337"
97.58,6.2,14.9,11.4,23.1,2021-12-15T00:00:00+01:00,4.1,,0.0,-0.5,1639526400000,0.0,230.4,,0.0,1025.4,0.0,2.2,78.66,0.0,,Clear,-2.2,,"39.2210171,-3.6185337"
74.46,7.1,14.0,13.4,22.3,2021-12-16T00:00:00+01:00,8.6,,16.9,1.9,1639612800000,0.0,238.1,Mist,0.0,1025.8,0.0,2.8,75.87,0.0,,Clear,-0.9,,"39.2210171,-3.6185337"
53.7,5.4,12.0,9.8,9.4,2021-12-17T00:00:00+01:00,8.5,,33.4,-0.8,1639699200000,0.0,237.1,"Mist, Fog",0.0,1026.7,0.0,2.8,84.93,0.0,,Partially cloudy,-1.3,,"39.2210171,-3.6185337"
63.13,5.9,11.9,9.8,11.7,2021-12-18T00:00:00+01:00,7.4,,53.3,0.1,1639785600000,0.0,204.3,"Mist, Fog",0.0,1027.5,0.0,3.4,85.12,0.0,,Partially cloudy,1.6,,"39.2210171,-3.6185337"
66.38,6.2,13.0,8.3,13.0,2021-12-19T00:00:00+01:00,7.9,,69.9,0.7,1639872000000,0.0,219.0,Fog,0.0,1025.3,0.0,4.0,87.14,0.0,,Partially cloudy,2.1,,"39.2210171,-3.6185337"
95.09,5.6,12.0,8.9,5.4,2021-12-20T00:00:00+01:00,6.1,,21.0,-0.2,1639958400000,0.0,170.8,Mist,0.0,1023.3,0.0,3.8,88.8,0.0,,Clear,-0.7,,"39.2210171,-3.6185337"
165.35,8.8,15.0,9.0,8.2,2021-12-21T00:00:00+01:00,5.9,,47.9,4.3,1640044800000,2.2,165.1,"Drizzle, Mist, Rain, Light Rain",0.0,1021.8,0.0,7.4,91.25,8.33,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
190.18,10.9,15.2,10.0,9.4,2021-12-22T00:00:00+01:00,5.2,,50.7,5.5,1640131200000,0.4,144.5,"Drizzle, Mist, Rain, Light Rain",0.0,1020.6,0.0,8.4,85.49,8.33,,"Rain, Partially cloudy",9.3,,"39.2210171,-3.6185337"
147.73,8.6,14.0,9.8,8.8,2021-12-23T00:00:00+01:00,5.2,,62.6,2.0,1640217600000,3.0,145.1,"Mist, Light Drizzle, Rain, Light Drizzle/Rain, Light Rain",0.0,1020.5,0.0,7.4,92.0,8.33,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
202.5,12.0,13.0,10.0,22.3,2021-12-24T00:00:00+01:00,3.4,,57.2,11.0,1640304000000,0.0,93.4,"Light Drizzle, Light Rain",0.0,1012.9,0.0,9.4,84.42,0.0,40.7,Partially cloudy,,,"39.2210171,-3.6185337"
187.86,11.0,12.0,10.0,18.4,2021-12-25T00:00:00+01:00,2.4,,70.8,9.0,1640390400000,0.0,67.3,"Light Drizzle, Light Rain",0.0,1007.4,0.0,9.5,90.53,0.0,,Partially cloudy,7.2,,"39.2210171,-3.6185337"
247.14,11.6,13.0,9.6,18.4,2021-12-26T00:00:00+01:00,2.7,,81.2,10.0,1640476800000,0.0,76.0,"Light Drizzle, Light Rain",0.0,1014.0,0.0,10.1,90.7,0.0,,Overcast,8.4,,"39.2210171,-3.6185337"
251.65,13.4,16.0,9.3,29.5,2021-12-27T00:00:00+01:00,7.2,,51.9,11.0,1640563200000,0.0,199.5,"Mist, Light Drizzle, Heavy Drizzle/Rain",0.0,1019.0,0.0,10.2,81.92,0.0,48.2,Partially cloudy,,,"39.2210171,-3.6185337"
237.88,11.7,14.0,10.0,22.2,2021-12-28T00:00:00+01:00,4.9,,68.2,9.0,1640649600000,0.0,135.8,,0.0,1025.2,0.0,8.6,82.07,0.0,,Partially cloudy,7.2,,"39.2210171,-3.6185337"
116.5,10.2,14.0,9.1,11.2,2021-12-29T00:00:00+01:00,7.7,,57.3,6.0,1640736000000,0.0,214.8,Mist,0.0,1026.5,0.0,8.3,88.66,0.0,,Partially cloudy,4.0,,"39.2210171,-3.6185337"
85.0,5.7,12.0,2.5,7.6,2021-12-30T00:00:00+01:00,5.4,,87.8,3.0,1640822400000,0.0,150.3,"Mist, Fog",0.0,1025.9,0.0,5.3,97.78,0.0,,Overcast,1.7,,"39.2210171,-3.6185337"
112.0,7.1,15.0,4.7,5.4,2021-12-31T00:00:00+01:00,8.6,,95.2,1.0,1640908800000,0.0,239.6,"Mist, Fog",0.0,1028.6,0.0,5.3,90.06,0.0,,Overcast,5.1,,"39.2210171,-3.6185337"
267.79,9.2,11.8,11.8,25.0,2021-01-01T00:00:00+01:00,,,55.5,6.2,1609459200000,13.35,,"Rain, Rain Showers, Light Rain",0.0,1004.5,0.0,5.6,78.74,62.5,47.2,"Rain, Partially cloudy",3.4,,"39.5473041962222,2.38945489891581"
183.96,5.8,7.8,11.6,16.9,2021-01-02T00:00:00+01:00,,,51.4,2.8,1609545600000,5.21,,"Light Drizzle, Rain, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1006.8,0.0,3.0,82.76,70.83,29.7,"Rain, Partially cloudy",2.1,,"39.5473041962222,2.38945489891581"
271.54,6.2,9.8,11.8,14.1,2021-01-03T00:00:00+01:00,,,38.2,3.1,1609632000000,6.16,,"Light Drizzle, Rain, Rain Showers, Light Rain, Sky Coverage Decreasing",0.0,1010.6,0.0,1.6,74.06,29.17,35.9,"Rain, Partially cloudy",0.9,,"39.5473041962222,2.38945489891581"
183.13,5.9,11.2,11.7,19.7,2021-01-04T00:00:00+01:00,,,40.0,1.8,1609718400000,2.3,,"Rain, Rain Showers, Light Rain, Sky Coverage Increasing",0.0,1010.1,0.0,2.2,77.78,33.33,27.9,"Rain, Partially cloudy",1.6,,"39.5473041962222,2.38945489891581"
228.33,4.7,9.8,11.9,20.3,2021-01-05T00:00:00+01:00,,,29.0,0.8,1609804800000,3.85,,"Light Drizzle, Rain, Rain Showers, Light Rain, Sky Coverage Decreasing",0.0,1010.8,0.0,1.2,79.54,29.17,33.1,"Rain, Partially cloudy",-1.7,,"39.5473041962222,2.38945489891581"
66.58,4.6,10.7,12.2,16.6,2021-01-06T00:00:00+01:00,,,29.5,-1.2,1609891200000,0.62,,"Rain, Rain Showers, Light Rain",0.0,1013.7,0.0,1.3,80.39,16.67,17.3,"Rain, Partially cloudy",-3.3,,"39.5473041962222,2.38945489891581"
61.67,6.6,8.6,11.1,24.1,2021-01-07T00:00:00+01:00,,,72.1,5.0,1609977600000,5.78,,"Rain, Light Rain",0.0,1011.7,0.0,4.2,84.62,58.33,38.2,"Rain, Partially cloudy",2.7,,"39.5473041962222,2.38945489891581"
48.17,7.6,9.9,10.9,44.6,2021-01-08T00:00:00+01:00,,,86.3,5.7,1610064000000,9.47,,"Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1010.0,0.0,4.4,80.73,54.17,63.0,"Rain, Overcast",2.2,,"39.5473041962222,2.38945489891581"
121.0,11.1,14.0,10.2,29.5,2021-01-09T00:00:00+01:00,,,78.9,8.0,1610150400000,3.96,,"Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1002.9,0.0,9.1,87.74,45.83,45.9,"Rain, Overcast",4.4,,"39.5473041962222,2.38945489891581"
182.0,10.0,13.0,11.8,21.4,2021-01-10T00:00:00+01:00,,,50.8,7.8,1610236800000,11.79,,"Rain, Rain Showers, Light Rain",0.0,1008.1,0.0,6.6,80.05,25.0,30.6,"Rain, Partially cloudy",5.4,,"39.5473041962222,2.38945489891581"
92.71,7.7,9.6,12.0,22.1,2021-01-11T00:00:00+01:00,,,70.5,6.0,1610323200000,5.25,,"Rain, Light Rain",0.0,1018.1,0.0,4.4,79.63,33.33,29.9,"Rain, Partially cloudy",3.8,,"39.5473041962222,2.38945489891581"
282.17,7.4,11.8,12.1,21.3,2021-01-12T00:00:00+01:00,,,21.1,3.0,1610409600000,0.0,,,0.0,1024.9,0.0,1.4,66.92,0.0,52.9,Clear,1.0,,"39.5473041962222,2.38945489891581"
174.54,7.6,14.0,11.9,13.4,2021-01-13T00:00:00+01:00,,,20.4,1.5,1610496000000,0.0,,,0.0,1026.1,0.0,3.3,75.43,0.0,27.0,Clear,1.4,,"39.5473041962222,2.38945489891581"
205.17,7.4,13.6,12.1,17.7,2021-01-14T00:00:00+01:00,,,16.5,1.0,1610582400000,0.0,,,0.0,1023.2,0.0,4.0,80.05,0.0,20.1,Clear,2.7,,"39.5473041962222,2.38945489891581"
251.42,8.7,12.8,12.0,21.4,2021-01-15T00:00:00+01:00,,,30.4,0.8,1610668800000,0.0,,,0.0,1021.3,0.0,4.5,75.73,0.0,40.1,Partially cloudy,2.3,,"39.5473041962222,2.38945489891581"
172.38,7.9,13.0,12.3,19.4,2021-01-16T00:00:00+01:00,,,30.2,3.8,1610755200000,0.02,,Light Rain,0.0,1024.5,0.0,4.8,81.49,4.17,21.8,"Rain, Partially cloudy",4.2,,"39.5473041962222,2.38945489891581"
246.08,11.5,16.1,12.8,22.1,2021-01-17T00:00:00+01:00,,,4.2,1.8,1610841600000,0.0,,,0.0,1024.1,0.0,5.4,67.62,0.0,36.2,Clear,3.7,,"39.5473041962222,2.38945489891581"
141.08,10.2,13.0,11.3,16.0,2021-01-18T00:00:00+01:00,,,53.0,7.8,1610928000000,0.0,,,0.0,1027.1,0.0,5.2,71.05,0.0,22.9,Partially cloudy,5.8,,"39.5473041962222,2.38945489891581"
217.58,9.3,14.7,11.9,17.5,2021-01-19T00:00:00+01:00,,,45.4,3.6,1611014400000,0.0,,,0.0,1025.7,0.0,6.9,85.93,0.0,23.6,Partially cloudy,4.1,,"39.5473041962222,2.38945489891581"
205.0,10.6,13.8,9.7,25.9,2021-01-20T00:00:00+01:00,,,43.1,5.8,1611100800000,0.0,,Fog,0.0,1016.6,0.0,8.7,88.56,0.0,34.0,Partially cloudy,5.1,,"39.5473041962222,2.38945489891581"
237.33,14.2,16.9,11.5,38.9,2021-01-21T00:00:00+01:00,,,39.5,11.6,1611187200000,0.0,,,0.0,1013.4,0.0,10.9,81.13,0.0,,Partially cloudy,,,"39.5473041962222,2.38945489891581"
255.33,14.2,15.8,11.2,40.5,2021-01-22T00:00:00+01:00,,,48.2,12.4,1611273600000,3.28,,"Mist, Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1007.4,0.0,8.8,71.27,16.67,74.4,"Rain, Partially cloudy",,,"39.5473041962222,2.38945489891581"
272.17,12.3,14.0,11.9,33.5,2021-01-23T00:00:00+01:00,,,28.9,10.4,1611360000000,0.0,,,0.0,1011.0,0.0,5.8,64.45,0.0,52.2,Partially cloudy,,,"39.5473041962222,2.38945489891581"
254.83,13.9,16.5,11.5,33.4,2021-01-24T00:00:00+01:00,,,28.9,6.8,1611446400000,0.0,,,0.0,1007.9,0.0,6.1,60.76,0.0,73.0,Partially cloudy,8.5,,"39.5473041962222,2.38945489891581"
224.04,12.4,15.0,11.6,23.5,2021-01-25T00:00:00+01:00,,,38.5,7.8,1611532800000,6.89,,"Rain, Heavy Rain, Light Rain",0.0,1010.5,0.0,8.9,79.87,33.33,47.6,"Rain, Partially cloudy",8.9,,"39.5473041962222,2.38945489891581"
175.42,10.0,13.0,12.2,20.7,2021-01-26T00:00:00+01:00,,,48.5,7.2,1611619200000,0.02,,"Rain, Light Rain, Sky Coverage Increasing",0.0,1022.1,0.0,6.1,76.73,4.17,35.7,"Rain, Partially cloudy",6.1,,"39.5473041962222,2.38945489891581"
277.92,14.2,19.8,10.9,22.2,2021-01-27T00:00:00+01:00,,,66.3,11.4,1611705600000,0.0,,"Fog, Sky Coverage Decreasing",0.0,1020.8,0.0,11.2,83.14,0.0,36.7,Partially cloudy,,,"39.5473041962222,2.38945489891581"
169.21,14.1,19.8,11.9,24.1,2021-01-28T00:00:00+01:00,,,28.8,8.8,1611792000000,0.0,,,0.0,1020.5,0.0,11.1,83.94,0.0,46.4,Partially cloudy,7.7,,"39.5473041962222,2.38945489891581"
235.21,14.1,20.5,11.8,17.5,2021-01-29T00:00:00+01:00,,,23.9,8.6,1611878400000,0.0,,Smoke Or Haze,0.0,1017.0,0.0,10.6,80.4,0.0,21.5,Clear,7.7,,"39.5473041962222,2.38945489891581"
230.71,13.6,18.0,10.7,30.7,2021-01-30T00:00:00+01:00,,,34.8,7.0,1611964800000,0.04,,"Rain, Fog",0.0,1009.0,0.0,8.4,73.61,4.17,54.5,"Rain, Partially cloudy",5.9,,"39.5473041962222,2.38945489891581"
268.13,14.4,17.8,12.4,25.2,2021-01-31T00:00:00+01:00,,,31.6,9.6,1612051200000,0.0,,,0.0,1006.0,0.0,5.8,57.33,0.0,52.7,Partially cloudy,9.1,,"39.5473041962222,2.38945489891581"
285.71,16.9,19.8,12.2,54.8,2021-02-01T00:00:00+01:00,,,28.9,13.3,1612137600000,0.0,,,0.0,1006.8,0.0,6.2,50.51,0.0,85.3,Partially cloudy,,,"39.5473041962222,2.38945489891581"
236.58,14.5,18.8,11.9,22.3,2021-02-02T00:00:00+01:00,,,32.6,10.8,1612224000000,0.0,,,0.0,1014.6,0.0,10.2,76.01,0.0,32.8,Partially cloudy,,,"39.5473041962222,2.38945489891581"
231.08,13.7,16.8,10.1,22.3,2021-02-03T00:00:00+01:00,,,54.9,9.9,1612310400000,0.0,,Mist,0.0,1014.5,0.0,10.3,80.64,0.0,39.6,Partially cloudy,9.5,,"39.5473041962222,2.38945489891581"
216.67,12.7,15.8,7.4,10.7,2021-02-04T00:00:00+01:00,,,71.4,9.6,1612396800000,0.0,,"Mist, Fog",0.0,1013.2,0.0,9.4,80.41,0.0,17.2,Partially cloudy,,,"39.5473041962222,2.38945489891581"
106.21,15.6,21.0,11.0,16.8,2021-02-05T00:00:00+01:00,,,33.5,9.6,1612483200000,0.0,,,0.0,1009.0,0.0,7.5,59.99,0.0,32.8,Partially cloudy,8.4,,"39.5473041962222,2.38945489891581"
195.25,16.0,21.8,8.2,24.2,2021-02-06T00:00:00+01:00,,,58.2,12.9,1612569600000,0.0,,"Mist, Sky Coverage Decreasing",0.0,1003.1,0.0,11.4,77.64,0.0,28.8,Partially cloudy,,,"39.5473041962222,2.38945489891581"
274.33,11.0,13.8,12.0,22.8,2021-02-07T00:00:00+01:00,,,44.4,5.8,1612656000000,0.0,,,0.0,1003.8,0.0,6.5,75.34,0.0,36.5,Partially cloudy,6.7,,"39.5473041962222,2.38945489891581"
227.79,11.9,15.8,11.1,31.5,2021-02-08T00:00:00+01:00,,,40.6,6.2,1612742400000,1.89,,"Rain, Rain Showers, Light Rain, Sky Coverage Increasing",0.0,1002.7,0.0,7.4,74.83,16.67,50.8,"Rain, Partially cloudy",5.1,,"39.5473041962222,2.38945489891581"
252.29,13.6,17.0,11.5,37.1,2021-02-09T00:00:00+01:00,,,39.4,11.7,1612828800000,0.73,,"Rain, Light Rain",0.0,1006.4,0.0,8.3,70.86,8.33,49.6,"Rain, Partially cloudy",,,"39.5473041962222,2.38945489891581"
258.48,14.4,17.0,10.5,42.5,2021-02-10T00:00:00+01:00,,,31.7,8.0,1612915200000,0.04,,Light Rain,0.0,1004.6,0.0,6.9,61.99,4.17,63.0,"Rain, Partially cloudy",,,"39.5473041962222,2.38945489891581"
139.12,10.8,18.0,10.1,24.1,2021-02-11T00:00:00+01:00,,,24.1,4.0,1613001600000,0.0,,,0.0,1016.9,0.0,7.1,79.19,0.0,20.5,Clear,2.7,,"39.5473041962222,2.38945489891581"
153.53,13.2,17.0,8.3,24.1,2021-02-12T00:00:00+01:00,,,67.2,7.0,1613088000000,0.0,,,0.0,,0.0,11.0,87.47,0.0,,Partially cloudy,,,"39.5473041962222,2.38945489891581"
130.24,12.7,16.0,11.1,20.3,2021-02-13T00:00:00+01:00,,,44.8,8.0,1613174400000,0.0,,,0.0,1024.6,0.0,9.7,82.56,0.0,20.9,Partially cloudy,7.9,,"39.5473041962222,2.38945489891581"
66.21,10.6,12.6,11.3,20.3,2021-02-14T00:00:00+01:00,,,75.5,8.2,1613260800000,0.0,,,0.0,1031.8,0.0,6.4,75.66,0.0,29.3,Overcast,6.9,,"39.5473041962222,2.38945489891581"
92.63,9.3,12.8,12.5,11.9,2021-02-15T00:00:00+01:00,,,80.5,7.0,1613347200000,0.0,,,0.0,1036.0,0.0,3.8,68.79,0.0,17.4,Overcast,5.9,,"39.5473041962222,2.38945489891581"
146.5,9.4,14.3,11.9,15.7,2021-02-16T00:00:00+01:00,,,37.8,4.5,1613433600000,0.0,,,0.0,1029.5,0.0,5.0,74.92,0.0,18.8,Partially cloudy,3.3,,"39.5473041962222,2.38945489891581"
201.25,10.8,15.2,12.0,11.5,2021-02-17T00:00:00+01:00,,,35.3,6.8,1613520000000,0.0,,,0.0,1024.1,0.0,7.2,79.05,0.0,17.4,Partially cloudy,5.2,,"39.5473041962222,2.38945489891581"
167.04,13.4,19.1,11.9,13.8,2021-02-18T00:00:00+01:00,,,72.4,9.1,1613606400000,0.0,,,0.0,1019.9,0.0,8.5,73.47,0.0,24.8,Partially cloudy,,,"39.5473041962222,2.38945489891581"
214.09,12.1,16.0,9.7,14.8,2021-02-19T00:00:00+01:00,,,47.1,8.0,1613692800000,0.0,,Mist,0.0,1020.6,0.0,8.7,79.64,0.0,15.1,Partially cloudy,9.2,,"39.5473041962222,2.38945489891581"
118.57,13.1,21.0,10.2,16.2,2021-02-20T00:00:00+01:00,,,50.6,7.0,1613779200000,0.0,,,0.0,1018.4,0.0,8.0,75.18,0.0,28.4,Partially cloudy,6.2,,"39.5473041962222,2.38945489891581"
70.71,15.4,18.8,9.6,29.5,2021-02-21T00:00:00+01:00,,,39.3,11.8,1613865600000,0.0,,"Mist, Smoke Or Haze",0.0,1011.9,0.0,10.3,72.1,0.0,39.8,Partially cloudy,,,"39.5473041962222,2.38945489891581"
173.13,13.8,15.8,9.9,16.6,2021-02-22T00:00:00+01:00,,,76.1,9.5,1613952000000,1.51,,"Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze",0.0,1017.5,0.0,11.2,84.45,25.0,31.8,"Rain, Overcast",,,"39.5473041962222,2.38945489891581"
79.5,12.7,18.8,11.0,25.0,2021-02-23T00:00:00+01:00,,,48.9,6.6,1614038400000,0.0,,,0.0,1031.3,0.0,10.0,83.9,0.0,24.0,Partially cloudy,8.0,,"39.5473041962222,2.38945489891581"
83.5,13.1,17.9,11.8,14.7,2021-02-24T00:00:00+01:00,,,42.3,8.7,1614124800000,0.0,,,0.0,1034.0,0.0,8.9,76.72,0.0,23.9,Partially cloudy,7.3,,"39.5473041962222,2.38945489891581"
115.54,11.6,16.0,12.0,15.7,2021-02-25T00:00:00+01:00,,,24.8,7.0,1614211200000,0.0,,,0.0,1031.3,0.0,8.3,80.7,0.0,18.3,Clear,6.2,,"39.5473041962222,2.38945489891581"
85.79,11.4,16.8,11.7,19.4,2021-02-26T00:00:00+01:00,,,35.5,5.8,1614297600000,0.0,,,0.0,1029.6,0.0,7.0,74.87,0.0,17.7,Partially cloudy,4.5,,"39.5473041962222,2.38945489891581"
116.71,10.6,16.0,11.7,13.9,2021-02-27T00:00:00+01:00,,,44.5,3.8,1614384000000,0.0,,Sky Coverage Increasing,0.0,1025.6,0.0,7.2,80.04,0.0,21.2,Partially cloudy,2.1,,"39.5473041962222,2.38945489891581"
55.71,11.2,16.8,11.7,22.3,2021-02-28T00:00:00+01:00,,,43.2,4.6,1614470400000,0.0,,,0.0,1023.8,0.0,7.2,77.67,0.0,30.7,Partially cloudy,3.4,,"39.5473041962222,2.38945489891581"
67.0,13.7,16.8,11.3,28.6,2021-03-01T00:00:00+01:00,,,82.9,11.9,1614556800000,0.0,,,0.0,1023.5,0.0,8.7,72.41,0.0,78.4,Overcast,,,"39.5473041962222,2.38945489891581"
61.04,14.2,16.8,8.4,29.1,2021-03-02T00:00:00+01:00,,,53.4,13.1,1614643200000,0.0,,"Mist, Smoke Or Haze",0.0,1025.9,0.0,10.9,80.52,0.0,43.9,Partially cloudy,,,"39.5473041962222,2.38945489891581"
64.67,13.9,18.0,9.2,21.2,2021-03-03T00:00:00+01:00,,,57.6,9.8,1614729600000,0.0,,"Mist, Smoke Or Haze",0.0,1028.2,0.0,9.5,75.79,0.0,29.3,Partially cloudy,,,"39.5473041962222,2.38945489891581"
97.38,12.6,16.3,10.9,13.9,2021-03-04T00:00:00+01:00,,,64.3,9.6,1614816000000,0.0,,,0.0,1022.5,0.0,9.5,81.81,0.0,24.9,Partially cloudy,8.6,,"39.5473041962222,2.38945489891581"
147.71,11.3,16.9,11.7,18.5,2021-03-05T00:00:00+01:00,,,32.5,5.8,1614902400000,0.0,,,0.0,1018.1,0.0,7.7,79.34,0.0,20.0,Partially cloudy,4.5,,"39.5473041962222,2.38945489891581"
93.13,11.9,18.1,11.7,13.5,2021-03-06T00:00:00+01:00,,,32.0,5.0,1614988800000,0.0,,,0.0,1021.4,0.0,7.3,75.12,0.0,24.5,Partially cloudy,6.1,,"39.5473041962222,2.38945489891581"
66.13,12.1,15.6,11.0,17.5,2021-03-07T00:00:00+01:00,,,53.1,10.0,1615075200000,2.66,,"Rain, Light Rain",0.0,1018.6,0.0,9.1,82.42,37.5,21.2,"Rain, Partially cloudy",,,"39.5473041962222,2.38945489891581"
72.88,11.2,13.0,9.2,22.3,2021-03-08T00:00:00+01:00,,,76.4,10.4,1615161600000,21.87,,"Rain, Rain Showers, Light Rain",0.0,1012.6,0.0,9.6,89.48,62.5,24.5,"Rain, Overcast",,,"39.5473041962222,2.38945489891581"
175.13,11.8,15.2,12.1,18.2,2021-03-09T00:00:00+01:00,,,53.3,7.8,1615248000000,3.3,,"Rain, Rain Showers, Sky Coverage Increasing",0.0,1016.4,0.0,7.6,77.05,29.17,25.1,"Rain, Partially cloudy",8.4,,"39.5473041962222,2.38945489891581"
232.29,11.5,17.0,12.2,14.7,2021-03-10T00:00:00+01:00,,,29.7,6.3,1615334400000,0.0,,,0.0,1021.7,0.0,5.9,70.36,0.0,26.1,Partially cloudy,7.5,,"39.5473041962222,2.38945489891581"
177.63,12.0,17.0,11.4,18.4,2021-03-11T00:00:00+01:00,,,51.6,3.8,1615420800000,0.0,,,0.0,1023.5,0.0,9.1,82.65,0.0,25.7,Partially cloudy,5.2,,"39.5473041962222,2.38945489891581"
136.42,14.2,19.3,9.8,22.3,2021-03-12T00:00:00+01:00,,,40.8,9.7,1615507200000,0.0,,Fog,0.0,1019.5,0.0,10.8,80.35,0.0,33.3,Partially cloudy,,,"39.5473041962222,2.38945489891581"
165.63,11.6,16.3,12.6,20.5,2021-03-13T00:00:00+01:00,,,24.7,6.6,1615593600000,0.02,,,0.0,1022.2,0.0,7.3,75.9,4.17,19.9,Rain,7.1,,"39.5473041962222,2.38945489891581"
175.96,11.7,17.7,11.8,24.4,2021-03-14T00:00:00+01:00,,,29.3,6.8,1615680000000,0.0,,"Mist, Sky Coverage Increasing",0.0,1021.7,0.0,6.8,74.26,0.0,38.6,Partially cloudy,5.9,,"39.5473041962222,2.38945489891581"
206.5,11.8,17.2,12.4,18.9,2021-03-15T00:00:00+01:00,,,39.2,7.6,1615766400000,0.0,,,0.0,1023.7,0.0,4.8,65.33,0.0,30.1,Partially cloudy,6.9,,"39.5473041962222,2.38945489891581"
126.46,11.2,16.8,12.6,25.0,2021-03-16T00:00:00+01:00,,,22.8,4.5,1615852800000,0.0,,,0.0,1024.1,0.0,5.9,70.82,0.0,24.0,Clear,5.1,,"39.5473041962222,2.38945489891581"
181.04,12.2,19.0,12.6,24.1,2021-03-17T00:00:00+01:00,,,32.1,4.8,1615939200000,0.0,,,0.0,1021.7,0.0,6.7,70.76,0.0,34.7,Partially cloudy,4.2,,"39.5473041962222,2.38945489891581"
61.75,11.6,14.1,12.5,29.5,2021-03-18T00:00:00+01:00,,,59.6,8.6,1616025600000,0.0,,Light Rain,0.0,1018.4,0.0,3.1,56.5,0.0,36.8,Partially cloudy,6.6,,"39.5473041962222,2.38945489891581"
44.79,7.6,9.0,10.7,29.5,2021-03-19T00:00:00+01:00,,,68.8,6.0,1616112000000,2.76,,"Rain, Rain Showers, Light Rain, Sky Coverage Increasing",0.0,1012.9,0.0,3.6,76.24,50.0,40.1,"Rain, Partially cloudy",2.8,,"39.5473041962222,2.38945489891581"
72.5,8.3,11.6,9.4,52.7,2021-03-20T00:00:00+01:00,,,64.4,6.3,1616198400000,17.79,,"Rain, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1012.7,0.0,4.5,78.34,70.83,76.0,"Rain, Partially cloudy",3.3,,"39.5473041962222,2.38945489891581"
158.21,10.0,14.6,11.9,21.1,2021-03-21T00:00:00+01:00,,,32.6,5.6,1616284800000,0.5,,"Rain, Light Rain, Sky Coverage Increasing",0.0,1017.1,0.0,2.7,61.25,12.5,28.1,"Rain, Partially cloudy",5.8,,"39.5473041962222,2.38945489891581"
158.83,10.5,16.0,12.7,30.4,2021-03-22T00:00:00+01:00,,,30.0,3.6,1616371200000,0.0,,,0.0,1016.8,0.0,4.0,67.28,0.0,24.8,Partially cloudy,2.2,,"39.5473041962222,2.38945489891581"
143.25,11.0,16.8,12.9,21.4,2021-03-23T00:00:00+01:00,,,24.7,3.6,1616457600000,0.0,,,0.0,1022.4,0.0,6.9,76.91,0.0,25.9,Clear,9.4,,"39.5473041962222,2.38945489891581"
153.13,11.9,17.0,12.4,17.5,2021-03-24T00:00:00+01:00,,,24.0,5.0,1616544000000,0.0,,,0.0,1024.6,0.0,8.4,79.43,0.0,19.4,Clear,7.3,,"39.5473041962222,2.38945489891581"
155.54,12.5,17.0,11.0,16.5,2021-03-25T00:00:00+01:00,,,35.6,4.8,1616630400000,0.0,,"Mist, Fog",0.0,1024.1,0.0,9.4,82.02,0.0,18.9,Partially cloudy,,,"39.5473041962222,2.38945489891581"
183.83,14.4,18.7,10.9,15.8,2021-03-26T00:00:00+01:00,,,50.9,9.9,1616716800000,0.0,,Mist,0.0,1022.8,0.0,10.0,75.91,0.0,31.7,Partially cloudy,,,"39.5473041962222,2.38945489891581"
