wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,locations
199.17,10.3,14.8,10.2,17.8,2022-03-12T00:00:00+01:00,7.7,,76.3,5.7,1647043200000,2.8,177.8,"Mist, Light Drizzle, Precipitation In Vicinity, Rain, Light Rain, Sky Coverage Increasing",0.0,1017.3,,8.2,87.41,8.33,,"Rain, Overcast",4.3,,"38.4230642610591,-6.41439677433768"
211.67,11.8,16.1,12.8,11.2,2022-03-13T00:00:00+01:00,10.2,,47.6,7.2,1647129600000,3.2,406.6,"Mist, Light Drizzle, Light Drizzle/Rain, Light Rain, Sky Coverage Increasing",,1015.0,,7.2,76.97,16.67,,"Rain, Partially cloudy",5.5,,"38.4230642610591,-6.41439677433768"
78.75,10.4,13.9,10.8,16.6,2022-03-14T00:00:00+01:00,,,63.1,8.2,1647216000000,2.0,,"Light Drizzle, Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",,1007.3,,8.5,88.61,16.67,,"Rain, Partially cloudy",6.9,,"38.4230642610591,-6.41439677433768"
143.04,12.6,18.6,6.7,21.4,2022-03-15T00:00:00+01:00,,,99.6,8.1,1647302400000,0.8,,"Mist, Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze",,1009.3,,10.1,85.77,4.17,,"Rain, Overcast",6.9,,"38.4230642610591,-6.41439677433768"
180.42,14.2,15.8,8.3,16.6,2022-03-16T00:00:00+01:00,,,73.2,12.4,1647388800000,0.0,,Smoke Or Haze,,1013.8,,10.6,78.89,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
154.58,13.6,17.3,10.8,25.9,2022-03-17T00:00:00+01:00,,,54.0,10.9,1647475200000,0.0,,Sky Coverage Increasing,,1019.4,,8.5,72.35,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
132.08,12.3,17.9,11.0,27.7,2022-03-18T00:00:00+01:00,,,73.3,6.5,1647561600000,0.0,,Sky Coverage Increasing,,1022.7,,6.7,70.39,0.0,,Partially cloudy,7.4,,"38.4230642610591,-6.41439677433768"
88.48,13.8,20.1,11.1,23.2,2022-03-19T00:00:00+01:00,,,24.5,7.6,1647648000000,0.0,,Sky Coverage Increasing,,1020.7,,7.5,68.56,0.0,,Clear,5.8,,"38.4230642610591,-6.41439677433768"
108.95,13.4,19.5,9.4,29.5,2022-03-20T00:00:00+01:00,,,48.9,9.6,1647734400000,14.0,,"Rain, Light Rain, Sky Coverage Increasing",,1015.6,,9.1,76.85,36.84,,"Rain, Partially cloudy",7.6,,"38.4230642610591,-6.41439677433768"
140.42,11.6,15.8,9.2,17.5,2022-03-21T00:00:00+01:00,,,72.2,8.9,1647820800000,29.2,,"Drizzle, Mist, Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",,1015.9,,10.5,93.43,54.17,,"Rain, Partially cloudy",6.8,,"38.4230642610591,-6.41439677433768"
145.0,13.4,18.1,11.0,13.9,2022-03-22T00:00:00+01:00,,,54.3,9.2,1647907200000,1.0,,"Drizzle, Light Drizzle, Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1018.0,,10.7,84.84,4.17,,"Rain, Partially cloudy",8.7,,"38.4230642610591,-6.41439677433768"
85.42,12.6,15.0,11.5,36.2,2022-03-23T00:00:00+01:00,,,69.9,11.6,1647993600000,0.8,,"Drizzle, Mist, Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",,1014.9,,10.5,87.82,12.5,55.4,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
71.25,13.5,17.0,10.1,26.8,2022-03-24T00:00:00+01:00,,,56.2,10.7,1648080000000,1.6,,"Mist, Rain, Light Rain, Sky Coverage Increasing",,1013.2,,9.8,78.4,12.5,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
63.0,14.4,17.0,10.0,25.9,2022-03-25T00:00:00+01:00,,,35.0,12.7,1648166400000,0.0,,"Mist, Rain, Light Rain",,1013.3,,10.3,76.61,0.0,44.6,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
75.29,14.7,18.9,11.6,23.2,2022-03-26T00:00:00+01:00,,,68.0,8.3,1648252800000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1015.8,,9.7,73.52,0.0,,Partially cloudy,7.7,,"38.4230642610591,-6.41439677433768"
85.87,14.7,20.8,11.6,25.0,2022-03-27T00:00:00+01:00,,,51.2,9.7,1648339200000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1018.7,,9.2,71.57,0.0,,Partially cloudy,8.0,,"38.4230642610591,-6.41439677433768"
97.71,15.9,22.0,11.1,29.5,2022-03-28T00:00:00+02:00,,,82.5,11.7,1648425600000,0.2,,"Mist, Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",,1016.0,,10.1,69.66,4.17,,"Rain, Overcast",,,"38.4230642610591,-6.41439677433768"
199.17,14.2,17.0,10.3,16.6,2022-03-29T00:00:00+02:00,,,74.4,11.7,1648512000000,0.0,,"Mist, Light Drizzle, Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1009.4,,12.2,87.84,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
278.75,14.3,20.4,11.4,34.4,2022-03-30T00:00:00+02:00,,,32.2,9.8,1648598400000,0.2,,"Rain, Light Rain, Sky Unchanged",,1006.7,,8.6,72.13,4.17,53.6,"Rain, Partially cloudy",7.8,,"38.4230642610591,-6.41439677433768"
277.17,13.6,17.8,12.1,37.2,2022-03-31T00:00:00+02:00,,,49.9,9.7,1648684800000,0.0,,Sky Coverage Increasing,,1009.8,,7.7,69.17,0.0,,Partially cloudy,8.5,,"38.4230642610591,-6.41439677433768"
244.38,11.9,16.9,12.6,21.4,2022-04-01T00:00:00+02:00,,,20.8,7.9,1648771200000,0.0,,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing",,1015.2,,4.5,65.33,0.0,,Clear,5.7,,"38.4230642610591,-6.41439677433768"
88.17,10.0,16.8,11.8,24.1,2022-04-02T00:00:00+02:00,,,12.5,2.7,1648857600000,0.0,,Sky Unchanged,,1018.1,,-0.7,51.11,0.0,31.7,Clear,0.2,,"38.4230642610591,-6.41439677433768"
79.38,9.7,16.5,14.6,31.7,2022-04-03T00:00:00+02:00,,,30.0,2.7,1648944000000,0.0,,Sky Coverage Increasing,,1014.4,,-2.0,48.01,0.0,42.5,Partially cloudy,0.0,,"38.4230642610591,-6.41439677433768"
59.79,10.5,15.1,14.4,35.6,2022-04-04T00:00:00+02:00,,,74.2,6.7,1649030400000,0.0,,Sky Coverage Increasing,,1010.8,,0.4,49.89,0.0,50.0,Partially cloudy,3.8,,"38.4230642610591,-6.41439677433768"
73.33,8.8,10.8,11.3,37.1,2022-04-05T00:00:00+02:00,,,76.8,6.6,1649116800000,2.0,,"Light Drizzle, Rain, Light Drizzle/Rain, Light Rain",,1012.5,,5.4,80.04,20.83,,"Rain, Overcast",2.3,,"38.4230642610591,-6.41439677433768"
236.67,12.1,20.8,12.3,18.6,2022-04-06T00:00:00+02:00,,,16.3,5.6,1649203200000,0.0,,"Mist, Light Drizzle, Sky Coverage Increasing",,1017.0,,5.3,68.96,0.0,,Clear,3.9,,"38.4230642610591,-6.41439677433768"
265.42,13.7,20.6,11.5,25.0,2022-04-07T00:00:00+02:00,,,19.1,7.8,1649289600000,0.0,,Sky Coverage Increasing,,1022.9,,7.7,69.62,0.0,,Clear,6.3,,"38.4230642610591,-6.41439677433768"
253.33,14.5,19.2,12.3,19.5,2022-04-08T00:00:00+02:00,,,73.8,9.1,1649376000000,0.0,,Sky Coverage Increasing,,1022.4,,7.9,66.61,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
222.92,15.7,20.6,11.5,15.9,2022-04-09T00:00:00+02:00,,,77.6,12.1,1649462400000,0.0,,"Drizzle, Sky Coverage Increasing",,1019.2,,12.1,79.75,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
148.13,17.8,27.2,10.9,24.2,2022-04-10T00:00:00+02:00,,26.3,43.9,9.0,1649548800000,0.0,,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1011.2,,8.5,64.19,0.0,,Partially cloudy,7.9,,"38.4230642610591,-6.41439677433768"
202.29,14.8,18.8,10.0,31.6,2022-04-11T00:00:00+02:00,,,71.2,11.7,1649635200000,0.0,,"Light Drizzle, Rain, Light Drizzle/Rain, Rain Showers, Light Rain, Sky Unchanged",,1006.5,,11.1,79.37,0.0,55.4,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
216.67,12.8,17.8,10.9,20.4,2022-04-12T00:00:00+02:00,,,53.9,10.6,1649721600000,5.8,,"Rain, Light Rain, Sky Coverage Increasing",0.0,1009.6,,10.3,85.71,4.17,,"Rain, Partially cloudy",,,"38.4230642610591,-6.41439677433768"
283.13,14.3,20.8,12.1,14.8,2022-04-13T00:00:00+02:00,,,34.4,7.3,1649808000000,7.6,,"Light Rain, Sky Coverage Increasing, Sky Unchanged",0.0,1014.6,,9.0,74.04,4.17,,"Rain, Partially cloudy",5.7,,"38.4230642610591,-6.41439677433768"
278.54,16.9,24.2,14.6,19.5,2022-04-14T00:00:00+02:00,,,40.0,9.2,1649894400000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1017.4,,8.9,63.95,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
173.13,18.8,27.3,13.3,14.8,2022-04-15T00:00:00+02:00,,26.6,0.0,11.0,1649980800000,0.0,,,,1020.3,,10.0,62.07,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
247.33,20.2,29.2,11.6,13.0,2022-04-16T00:00:00+02:00,,28.2,15.4,11.0,1650067200000,0.0,,"Mist, Sky Coverage Increasing",,1020.7,,11.1,60.67,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
267.08,20.9,29.1,11.1,18.6,2022-04-17T00:00:00+02:00,,28.0,75.0,12.4,1650153600000,0.0,,"Mist, Sky Coverage Increasing",,1017.3,,11.8,59.64,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
271.52,18.6,27.0,9.1,28.9,2022-04-18T00:00:00+02:00,,26.9,39.8,11.0,1650240000000,0.0,,"Mist, Fog, Sky Coverage Increasing",,1014.2,,11.6,67.54,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
290.0,14.3,19.0,13.8,38.9,2022-04-19T00:00:00+02:00,,,60.7,9.8,1650326400000,0.0,,"Drizzle, Light Rain, Sky Coverage Increasing, Sky Unchanged",,1013.0,,7.0,64.27,0.0,,Partially cloudy,7.5,,"38.4230642610591,-6.41439677433768"
301.76,14.8,19.0,13.3,36.2,2022-04-20T00:00:00+02:00,,,68.0,7.8,1650412800000,0.0,,"Mist, Precipitation In Vicinity, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1011.3,,1.8,43.4,0.0,48.2,Partially cloudy,4.5,,"38.4230642610591,-6.41439677433768"
269.58,12.8,18.9,12.6,25.1,2022-04-21T00:00:00+02:00,,,71.0,6.1,1650499200000,0.0,,"Mist, Sky Coverage Increasing, Sky Unchanged",,1011.2,,5.7,64.98,0.0,,Partially cloudy,4.2,,"38.4230642610591,-6.41439677433768"
204.58,11.2,12.7,10.4,27.3,2022-04-22T00:00:00+02:00,,,57.5,7.8,1650585600000,11.0,,"Drizzle, Mist, Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",,1000.9,,9.2,87.6,41.67,,"Rain, Partially cloudy",5.8,,"38.4230642610591,-6.41439677433768"
238.13,12.4,18.9,13.6,20.5,2022-04-23T00:00:00+02:00,,,40.8,7.7,1650672000000,0.0,,"Drizzle, Mist, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1005.7,,6.7,71.23,0.0,,Partially cloudy,5.3,,"38.4230642610591,-6.41439677433768"
248.96,13.4,19.5,12.1,11.2,2022-04-24T00:00:00+02:00,,,60.2,6.9,1650758400000,0.0,,"Mist, Fog, Sky Coverage Decreasing",,1013.6,,8.2,74.18,0.0,,Partially cloudy,8.3,,"38.4230642610591,-6.41439677433768"
178.43,15.6,23.5,13.3,11.2,2022-04-25T00:00:00+02:00,,,52.9,7.5,1650844800000,0.0,,Fog,,1011.9,,8.1,65.36,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
254.79,16.1,22.0,13.8,22.3,2022-04-26T00:00:00+02:00,,,58.6,9.7,1650931200000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1012.7,,9.2,65.81,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
270.21,16.4,22.9,12.8,22.4,2022-04-27T00:00:00+02:00,,,34.1,10.6,1651017600000,0.0,,Sky Coverage Increasing,,1016.5,,9.7,68.4,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
194.58,16.5,23.2,13.8,42.1,2022-04-28T00:00:00+02:00,,,31.2,9.8,1651104000000,0.0,,"Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1019.2,,9.1,65.59,0.0,,Partially cloudy,8.5,,"38.4230642610591,-6.41439677433768"
103.75,19.0,26.9,12.9,22.3,2022-04-29T00:00:00+02:00,,26.3,0.0,10.8,1651190400000,0.0,,Mist,,1022.8,,8.1,53.07,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
212.29,20.0,29.0,11.3,13.0,2022-04-30T00:00:00+02:00,,27.8,14.2,10.0,1651276800000,0.0,,"Mist, Sky Coverage Increasing",,1022.0,,8.9,54.61,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
266.67,20.0,26.0,11.5,26.0,2022-05-01T00:00:00+02:00,,,0.0,13.8,1651363200000,0.0,,Mist,,1019.7,,8.0,49.54,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
276.04,16.1,22.9,11.3,25.0,2022-05-02T00:00:00+02:00,,,25.5,9.4,1651449600000,0.0,,"Mist, Sky Coverage Increasing",,1014.0,,7.6,59.92,0.0,44.6,Partially cloudy,8.2,,"38.4230642610591,-6.41439677433768"
182.92,16.5,23.0,12.5,24.1,2022-05-03T00:00:00+02:00,,,43.0,11.2,1651536000000,0.0,,"Mist, Rain, Sky Coverage Increasing, Sky Unchanged",,1010.9,,9.6,66.28,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
116.04,18.7,25.8,13.6,20.5,2022-05-04T00:00:00+02:00,,,49.2,11.9,1651622400000,0.0,,"Mist, Rain, Light Rain, Sky Coverage Increasing",,1014.9,,9.9,61.28,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
200.21,20.3,28.3,13.9,14.8,2022-05-05T00:00:00+02:00,,27.0,21.2,10.9,1651708800000,0.0,,Mist,,1020.0,,8.9,52.98,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
240.42,22.2,29.9,14.4,14.8,2022-05-06T00:00:00+02:00,,28.2,26.0,13.5,1651795200000,0.0,,,,1020.7,,8.8,47.44,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
200.54,22.5,30.4,14.9,16.5,2022-05-07T00:00:00+02:00,,28.5,40.0,13.0,1651881600000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1018.9,,6.8,41.33,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
142.17,22.4,31.9,12.6,10.2,2022-05-08T00:00:00+02:00,,29.7,32.5,11.7,1651968000000,0.0,,"Mist, Sky Coverage Increasing, Sky Unchanged",,1017.7,,6.3,41.17,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
135.55,24.0,33.7,12.9,8.4,2022-05-09T00:00:00+02:00,,31.3,28.0,12.0,1652054400000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1018.1,,7.2,39.82,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
233.67,24.9,34.1,13.3,11.2,2022-05-10T00:00:00+02:00,,32.3,8.0,14.0,1652140800000,0.0,,,,1018.6,,9.8,43.15,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
179.32,25.1,32.4,10.7,9.4,2022-05-11T00:00:00+02:00,,30.5,57.5,16.0,1652227200000,0.0,,Sky Coverage Increasing,,1016.5,,9.9,41.38,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
157.25,25.1,31.8,10.9,13.0,2022-05-12T00:00:00+02:00,,29.7,50.0,17.9,1652313600000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing",,1016.1,,7.1,33.53,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
194.79,25.2,33.9,10.6,11.2,2022-05-13T00:00:00+02:00,,31.8,10.7,15.4,1652400000000,0.0,,,,1017.8,,8.6,39.16,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
181.0,25.7,32.4,13.4,26.5,2022-05-14T00:00:00+02:00,,30.4,30.8,18.4,1652486400000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing",,1013.9,,9.9,39.93,0.0,42.5,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
224.58,21.6,26.0,14.1,18.6,2022-05-15T00:00:00+02:00,,,62.4,17.4,1652572800000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1016.3,,11.2,54.23,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
196.22,20.9,28.1,12.8,16.8,2022-05-16T00:00:00+02:00,,27.4,42.8,12.8,1652659200000,0.0,,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1020.3,,11.6,59.23,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
240.43,23.5,31.4,12.9,18.4,2022-05-17T00:00:00+02:00,,30.0,66.0,15.0,1652745600000,0.0,,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing",,1019.9,,13.1,57.36,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
266.21,24.9,32.1,13.1,26.0,2022-05-18T00:00:00+02:00,,31.1,48.0,17.3,1652832000000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1016.1,,13.0,50.51,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
248.75,24.7,33.0,13.2,11.2,2022-05-19T00:00:00+02:00,,31.7,92.0,15.3,1652918400000,0.0,,"Mist, Sky Coverage Increasing",,1015.6,,12.7,52.09,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
123.91,28.3,37.7,13.1,19.5,2022-05-20T00:00:00+02:00,,35.6,100.0,17.2,1653004800000,0.0,,Sky Coverage Increasing,,1014.7,,11.7,41.31,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
202.42,26.3,29.7,10.3,16.8,2022-05-21T00:00:00+02:00,,29.2,98.0,22.0,1653091200000,0.0,,Sky Coverage Increasing,,1013.8,,13.2,44.9,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
247.92,20.5,25.9,12.6,22.3,2022-05-22T00:00:00+02:00,,,80.1,16.7,1653177600000,0.0,,"Mist, Light Drizzle, Sky Coverage Decreasing, Sky Coverage Increasing",,1015.2,,13.8,66.78,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
275.0,21.1,28.9,13.6,25.0,2022-05-23T00:00:00+02:00,,28.0,57.3,15.9,1653264000000,0.0,,Sky Coverage Increasing,,1013.8,,12.7,62.36,0.0,35.3,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
292.92,18.5,25.0,13.3,28.6,2022-05-24T00:00:00+02:00,,,54.0,11.8,1653350400000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1013.4,,6.6,50.25,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
160.0,19.9,27.8,13.9,18.4,2022-05-25T00:00:00+02:00,,26.6,77.5,12.1,1653436800000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing",,1018.7,,4.6,41.85,0.0,25.9,Overcast,,,"38.4230642610591,-6.41439677433768"
108.1,23.6,31.3,13.3,20.5,2022-05-26T00:00:00+02:00,,29.2,0.0,11.5,1653523200000,0.0,,,,1020.3,,3.8,31.7,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
96.48,24.9,34.9,12.5,18.4,2022-05-27T00:00:00+02:00,,32.5,4.0,13.5,1653609600000,0.0,,Sky Coverage Increasing,,1017.0,,6.2,33.77,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
190.46,26.4,34.1,12.5,14.8,2022-05-28T00:00:00+02:00,,31.7,8.0,15.8,1653696000000,0.0,,"Mist, Sky Coverage Increasing",,1012.4,,6.0,30.35,0.0,33.5,Clear,,,"38.4230642610591,-6.41439677433768"
250.0,21.3,27.5,10.8,19.6,2022-05-29T00:00:00+02:00,,26.9,65.0,15.2,1653782400000,0.0,,Sky Coverage Increasing,,1009.8,,11.8,58.3,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
231.25,20.9,26.3,14.1,15.0,2022-05-30T00:00:00+02:00,,,83.4,16.9,1653868800000,0.0,,"Rain, Sky Coverage Increasing",,1011.1,,11.2,56.09,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
208.79,23.4,30.8,14.3,18.6,2022-05-31T00:00:00+02:00,,29.1,10.0,14.9,1653955200000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1011.6,,11.0,50.6,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
207.05,22.7,27.3,13.8,22.2,2022-06-01T00:00:00+02:00,,27.2,60.9,16.8,1654041600000,0.0,,"Rain, Sky Coverage Decreasing, Sky Unchanged",,1013.9,,14.1,60.0,0.0,42.5,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
230.42,21.7,27.0,14.1,16.8,2022-06-02T00:00:00+02:00,,26.8,56.3,15.7,1654128000000,0.0,,"Drizzle, Sky Coverage Increasing",,1013.9,,12.4,57.39,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
230.83,21.3,27.0,13.1,16.6,2022-06-03T00:00:00+02:00,,26.5,54.4,14.3,1654214400000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1014.0,,10.7,54.56,0.0,35.3,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
235.21,20.8,27.2,13.4,18.6,2022-06-04T00:00:00+02:00,,26.8,54.2,15.4,1654300800000,0.0,,"Sky Coverage Decreasing, Sky Unchanged",,1016.4,,11.7,58.54,0.0,38.9,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
280.0,22.7,30.0,13.3,17.4,2022-06-05T00:00:00+02:00,,28.7,8.0,14.8,1654387200000,0.0,,,,1020.0,,11.9,55.31,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
277.0,22.8,32.3,13.9,15.7,2022-06-06T00:00:00+02:00,,30.4,72.0,12.8,1654473600000,0.0,,Sky Coverage Increasing,,1019.6,,10.2,50.3,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
278.96,25.0,33.6,13.3,20.4,2022-06-07T00:00:00+02:00,,31.8,5.8,17.4,1654560000000,0.0,,,,1018.4,,13.1,53.86,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
291.67,24.2,31.3,13.6,26.8,2022-06-08T00:00:00+02:00,,30.7,80.0,17.0,1654646400000,0.0,,Sky Unchanged,,1018.0,,13.8,54.21,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
182.78,26.4,36.0,13.9,13.0,2022-06-09T00:00:00+02:00,,35.1,7.5,17.7,1654732800000,0.0,,,,1016.8,,14.6,53.23,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
228.14,30.6,38.9,11.5,13.0,2022-06-10T00:00:00+02:00,,38.3,26.3,20.0,1654819200000,0.0,,"Sky Coverage Increasing, Sky Unchanged",,1014.5,,15.9,45.62,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
248.88,31.4,40.3,11.3,17.7,2022-06-11T00:00:00+02:00,,38.2,16.0,22.0,1654905600000,0.0,,Sky Coverage Increasing,,1013.9,,13.7,38.68,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
168.96,31.9,39.9,10.7,14.8,2022-06-12T00:00:00+02:00,,37.8,10.0,23.0,1654992000000,0.0,,Sky Coverage Increasing,,1014.0,,11.4,32.45,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
171.04,32.1,41.6,10.7,13.9,2022-06-13T00:00:00+02:00,,39.5,2.5,22.0,1655078400000,0.0,,Sky Coverage Increasing,,1013.2,,9.9,28.18,0.0,,Clear,,,"38.4230642610591,-6.41439677433768"
212.71,31.5,39.2,10.7,13.0,2022-06-14T00:00:00+02:00,,37.3,62.0,23.6,1655164800000,0.0,,"Mist, Sky Coverage Increasing",,1012.6,,13.4,38.15,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
186.25,30.5,37.8,10.9,24.0,2022-06-15T00:00:00+02:00,,37.4,96.0,23.5,1655251200000,0.0,,"Mist, Sky Coverage Increasing",,1013.1,,15.6,43.15,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
262.96,25.7,34.2,10.7,14.8,2022-06-16T00:00:00+02:00,,34.1,90.4,18.6,1655337600000,0.0,,"Thunderstorm Without Precipitation, Light Rain, Sky Coverage Increasing",,1015.7,,15.7,57.49,0.0,,Overcast,,,"38.4230642610591,-6.41439677433768"
225.04,26.5,35.1,10.7,19.5,2022-06-17T00:00:00+02:00,,34.3,32.8,18.1,1655424000000,0.0,,"Mist, Sky Coverage Increasing",,1015.9,,13.2,46.87,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
258.96,25.6,32.5,11.1,26.1,2022-06-18T00:00:00+02:00,,30.2,37.5,20.4,1655510400000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing",,1013.7,,10.4,42.26,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
226.04,22.3,27.4,12.5,15.7,2022-06-19T00:00:00+02:00,,27.1,46.6,16.9,1655596800000,0.0,,Sky Coverage Increasing,,1012.0,,12.3,55.11,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
275.0,20.2,25.8,13.1,24.1,2022-06-20T00:00:00+02:00,,,42.1,14.0,1655683200000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing",,1013.0,,9.5,54.01,0.0,42.5,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
274.29,19.6,26.8,13.3,26.0,2022-06-21T00:00:00+02:00,,26.2,38.0,13.0,1655769600000,0.0,,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1013.1,,9.1,53.63,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
228.7,19.8,25.4,12.3,19.5,2022-06-22T00:00:00+02:00,,,68.6,15.7,1655856000000,0.0,,"Mist, Precipitation In Vicinity, Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",,1013.2,,12.4,64.03,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
253.54,19.4,24.5,12.4,24.1,2022-06-23T00:00:00+02:00,,,52.3,13.8,1655942400000,0.0,,"Mist, Light Rain, Sky Coverage Increasing",,1015.6,,12.6,66.55,0.0,,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
272.5,20.7,26.8,14.4,20.4,2022-06-24T00:00:00+02:00,,26.5,25.3,14.0,1656028800000,0.0,,Sky Coverage Decreasing,,1017.3,,11.5,58.7,0.0,38.9,Partially cloudy,,,"38.4230642610591,-6.41439677433768"
